utgdag;kaupverd;nuvirdi;ist120;ibm2;ib2m2;ib3m2;rism2;bilskurm2;geymm2;two_livunits;two_storey;storeys_3;age_studull;not_concrete;stud1house;bath_fixtures;fjbilsk;lodpflm;landratio;innig_factor;utig_factor;fjarmalastofnunselur;hverfi;gata
08/01/2015;22700;22700;1111;129;0;0;0;28;0;0;0;0;49;1;1.118;3;0;630;0.851;1.15;1.05;0;2050;0
30/05/2019;51500;50578;1111;137.7;0;0;0;54.6;0;0;0;0;49;0;1.193;2;0;751;1.015;1.11;0.96;0;2050;0
15/11/2018;50000;49534;1111;129;0;0;0;28;0;0;0;0;53;0;1.118;2;0;759;1.026;1.04;0.96;0;2050;0
20/10/2019;52400;52235;1111;129;0;0;0;28;0;0;0;0;54;0;1.118;2;0;759;1.026;1.04;0.96;0;2050;0
30/08/2017;47000;46932;1111;138;0;0;0;32;0;0;0;0;49;0;1.2;3;0;832;1.124;1;0.96;0;2050;0
27/03/2015;26900;25739;1111;138;0;0;0;32;0;0;0;0;47;0;1.2;3;0;832;1.124;1;0.96;0;2050;0
12/06/2014;13600;13600;1111;137.8;0;0;0;0;0;0;0;0;58;1;1.227;4;0;500;0.676;1;0.89;1;2050;0
18/08/2019;36500;36414;1111;137.8;0;0;0;0;0;0;0;0;63;1;1.227;4;0;500;0.676;1;0.89;0;2050;0
17/05/2014;12500;12500;1111;178;0;0;0;0;0;0;0;0;56;1;1.053;2;0;484;0.654;1;1;1;2050;0
10/02/2017;37000;36989;1111;178;0;0;0;0;0;0;0;0;59;1;1.053;2;0;484;0.654;1;1;0;2050;0
13/11/2014;14000;14000;1111;88.3;0;0;0;19;34.9;0;0;0;68;0.5;1.032;2;0;700;0.946;0.83;0.93;1;2050;0
07/12/2016;15900;15900;1126;72.2;0;0;0;0;0;0;0;0;66;0;1;2;0;210.6;0.285;1;1;0;2050;0
26/11/2015;12050;11981;1111;88.7;0;0;0;0;0;0;0;0;60;1;1.136;3;0;400;0.541;1.15;1.22;1;2050;0
29/05/2016;25500;25361;1111;119.3;0;0;0;50;0;0;1;0;55;1;1.052;3;0;448;0.605;1;0.94;0;2050;0
15/03/2015;20000;20000;1111;120;0;50;0;59.4;0;0;1;0;59;0;1.026;3;0;401;0.542;1.17;0.96;1;2050;0
10/11/2016;40500;40492;1121_1123;141.2;0;0;0;38.1;0;0;0;0;39;0;1;4;0;430;0.581;1.11;0.96;0;2050;0
05/03/2017;41500;41459;1111;120;0;50;0;49.5;0;0;1;0;62;0;1.081;3;0;401;0.542;1.07;1;0;2050;0
23/06/2018;40100;40086;1121_1123;141.2;0;0;0;38.1;0;0;0;0;43;0;1;3;0;430;0.581;1.07;0.96;1;2050;0
06/11/2016;28600;28600;1111;120;0;50;0;39.1;0;0;1;0;60;0;1.081;3;0;415;0.561;1.06;0.96;1;2050;0
30/09/2018;40500;40500;1111;120;0;50;0;39.1;0;0;1;0;62;0;1.081;3;0;415;0.561;1.06;0.96;0;2050;0
23/12/2017;48000;47421;1121_1123;141.2;0;0;0;38.1;0;0;0;0;41;0;1;2;0;430;0.581;1.04;0.89;0;2050;0
25/10/2018;41500;41480;1111;120;0;50;0;49.7;0;0;1;0;61;0;1.075;3;0;415;0.561;1.06;1;0;2050;0
08/05/2014;24800;24782;1111;137.5;0;50;0;57.5;0;0;1;0;59;0;1.16;3;0;399;0.539;0.88;0.93;0;2050;0
09/10/2014;17300;17186;1111;120;0;50;0;43.9;0;0;1;0;59;1;1.081;4;0;412.9;0.558;1;1;1;2050;0
11/12/2015;25500;25239;1111;120;0;50;0;43.9;0;0;1;0;60;1;1.081;4;0;412.9;0.558;1;1;0;2050;0
11/06/2017;36000;35986;1111;120;0;50;0;43.9;0;0;1;0;62;1;1.081;4;0;412.9;0.558;1;1;0;2050;0
29/07/2016;30500;30493;1111;118.5;0;48.5;0;42.3;0;0;1;0;59;0;1.088;2;0;419;0.566;0.94;0.93;0;2050;0
27/09/2019;40800;40786;1111;118.5;0;48.5;0;42.3;0;0;1;0;62;0;1.088;2;0;419;0.566;0.94;0.93;0;2050;0
01/05/2015;30504;27188;1121_1123;141.2;0;0;0;38.1;0;0;0;0;37;0;1;2;0;430;0.581;1.22;0.96;0;2050;0
18/04/2015;29000;28974;1121_1123;141.2;0;0;0;38.1;0;0;0;0;39;0;1;2;0;430;0.581;1.04;0.96;0;2050;0
08/08/2015;18000;18000;1122_1125;124.6;0;0;0;24;0;0;0;0;42;1;1;2;0;914;1.235;0.89;1;1;2050;0
29/09/2019;43000;42984;1121_1123;124.6;0;0;0;24;0;0;0;0;46;1;1;2;0;855;1.155;0.89;1;0;2050;0
14/12/2016;35100;34505;1121_1123;101.2;0;0;0;56.7;24.1;0;0;0;43;1;1;2;0;719;0.972;1;1;0;2050;0
30/11/2019;47000;46712;1121_1123;101.2;0;0;0;56.7;24.1;0;0;0;46;1;1;2;0;719;0.972;1;1;0;2050;0
21/02/2018;29600;29600;1121_1123;116;0;0;0;24;0;0;0;0;45;1;1;2;0;912;1.232;0.89;1;1;2050;0
01/04/2016;24300;27566;1126;103.5;0;0;0;21;0;0;1;0;51;0;1;3;0;484;0.654;1;1;0;2050;0
26/10/2014;22307;24285;1126;103.5;0;0;0;21;0;0;1;0;49;0;1;3;0;484;0.654;1;1;0;2050;0
03/12/2017;33000;32992;1126;103.5;0;0;0;21;0;0;1;0;52;0;1;2;0;123;0.166;1;1;0;2050;0
27/11/2016;25500;25470;1126;103.5;0;0;0;21;0;0;1;0;51;0;1;2;0;123;0.166;1;1;0;2050;0
27/07/2014;17138;16153;1126;103.5;0;0;0;21;0;0;1;0;49;0;1;2;0;123;0.166;1;1;0;2050;0
23/03/2014;21500;21441;1126;94.2;0;0;0;21;0;0;0;0;49;0;1;2;0;114;0.154;1;1;0;2050;0
12/10/2014;20000;20000;1126;136.8;0;0;0;0;0;0;1;0;45;0;1;2;0;334;0.451;1;1;1;2050;0
04/10/2018;28700;28686;1126;120;0;0;0;0;0;0;0;0;49;0;1;2;0;233;0.315;1;1;0;2050;0
30/07/2014;22500;22427;1126;136.8;0;0;0;24.9;0;0;1;0;45;0;1;3;0;291;0.393;1;1;0;2050;0
24/03/2017;32000;31937;1126;103.5;0;0;0;26.1;0;0;1;0;52;0;1;2;0;233;0.315;1;0.96;0;2050;0
27/09/2015;18500;18323;1126;103.5;0;0;0;26.1;0;0;1;0;50;0;1;2;0;233;0.315;1;0.96;1;2050;0
17/03/2019;36000;35986;1126;89.5;0;0;0;24.5;5;0;0;0;54;0;1;2;0;248;0.335;1;1;0;2050;0
15/03/2019;36000;35899;1126;86.5;0;0;0;24.5;0;0;0;0;54;0;1;2;0;217;0.293;1;1;0;2050;0
14/12/2014;16400;16364;1126;89.5;0;0;0;24.5;5;0;0;0;49;0;1;2;0;248;0.335;1;1;0;2050;0
04/05/2014;45000;40500;1111;181.1;0;0;0;51;0;0;0;0;28;0;1.129;3;0;750;1.014;1.07;1;0;2050;0
08/10/2016;45000;44979;1111;181.1;0;0;0;51;0;0;0;0;30;0;1.129;3;0;750;1.014;1.07;1;0;2050;0
21/02/2016;53000;52487;1111;222;0;75;0;63;0;0;1;0;29;0;1.22;5;0;872;1.178;1.24;1.11;0;2050;0
06/12/2015;39000;38858;1111;141;0;0;0;44;0;0;0;0;32;1;1.145;4;0;822;1.111;1.15;0.96;0;2050;0
06/01/2019;57000;56979;1111;141;0;0;0;44;0;0;0;0;36;1;1.145;4;0;822;1.111;1.15;0.96;0;2050;0
28/02/2016;43000;42886;1111;192.9;0;0;0;53.2;0;0;0;0;32;1;1.341;3;0;1071;1.447;1.19;0.96;0;2050;0
17/03/2016;53000;51827;1111;187.9;0;0;0;44.2;0;0;0;0;28;0;1.336;4;0;717;0.969;1.11;1.06;0;2050;0
10/07/2015;54000;47771;1111;286.1;0;128.7;0;0;0;0;1;0;24;0;1.553;5;0;944;1.276;1.19;1.15;0;2050;0
15/07/2018;71000;70595;1111;286.1;0;128.7;0;0;0;0;1;0;27;0;1.553;5;0;944;1.276;1.19;1.15;0;2050;0
25/10/2014;14600;14588;1126;81.2;81.2;0;0;0;0;0;0;0;60;0;1;2;0;175;0.236;1;1;0;2050;0
02/10/2015;15650;13858;1126;81.2;81.2;0;0;0;0;0;0;0;61;0;1;2;0;175;0.236;1;1;0;2050;0
31/12/2016;38800;38701;1126;135.4;0;0;16.5;40;10.1;0;1;0;62;0;1;4;0;439;0.593;1;1;0;2050;0
31/07/2014;35500;35473;1126;193;67.4;51.6;0;28.8;0;1;1;0;59;0;1;5;0;614;0.83;0.96;0.89;0;2050;0
24/09/2015;14500;14355;1126;90.2;90.2;0;0;36.6;0;0;0;0;60;0;1;2;0;235;0.318;1;1;0;2050;0
11/05/2016;25000;24986;1126;169.7;0;0;0;34.4;13.4;0;1;0;61;0;1;4;0;372;0.503;1;1;0;2050;0
18/01/2020;41500;41428;1126;150.7;0;0;0;0;0;0;0;0;44;0;1;3;0;306;0.414;1.11;1;0;2050;0
24/12/2017;34500;34481;1126;150.7;0;0;0;0;0;0;0;0;41;0;1;3;0;306;0.414;1.11;1;0;2050;0
11/05/2018;24000;23992;1126;73.7;0;0;0;0;1.5;0;0;0;70;0;1;2;0;169;0.228;1;1;0;2050;0
25/07/2015;11500;11500;1126;85.6;85.6;0;0;0;0;0;0;0;62;0;1;2;0;225;0.304;0.93;1;1;2050;0
27/09/2015;25000;25000;1111;133.4;44.9;25.5;0;0;0;0;0;1;35;1;1.312;4;0;394;0.532;1;1;0;2050;0
23/08/2018;39900;39745;1111;133.4;44.9;25.5;0;0;0;0;0;1;38;1;1.312;4;0;394;0.532;1;1;0;2050;0
16/08/2017;46000;46000;1111;142;0;0;0;34.4;0;0;0;0;39;1;1.083;4;0;1153;1.558;1.22;0.96;0;2050;0
15/03/2019;46000;45775;1111;135.7;0;0;0;33.6;0;0;0;0;41;1;1.067;4;0;1160;1.568;1.04;0.96;0;2050;0
01/06/2017;50500;50408;1111;181;0;0;0;33.3;0;0;0;0;42;1;1.264;4;0;1283;1.734;1.19;0.96;0;2050;0
31/03/2019;45500;45500;1111;125;0;0;0;49;0;0;0;0;43;1;1.06;4;0;1283;1.734;1.11;0.96;0;2050;0
30/04/2015;27700;27586;1121_1123;97.9;0;0;0;31.5;0;0;0;0;19;0;1;3;0;693;0.936;1.24;1;0;2050;0
19/03/2015;27500;27115;1121_1123;106;0;0;0;32;0;0;0;0;19;0;1;3;0;575;0.777;1.09;1;0;2050;0
17/05/2019;54000;53931;1111;152;0;0;0;35.9;0;0;0;0;26;1;1.204;2;0;813;1.099;1;1.17;0;2050;0
23/11/2014;27150;26986;1122_1125;102.6;0;0;0;33;0;0;0;0;19;0;1;2;0;631;0.853;1.26;1;1;2050;0
14/02/2015;28600;25909;1122_1125;102.6;0;0;0;33;0;0;0;0;21;0;1;2;0;537;0.726;1.15;1.07;0;2050;0
29/06/2014;39800;39756;1111;129.6;0;0;0;35.6;0;0;0;0;21;0;1.094;3;0;874;1.181;1.41;1.08;0;2050;0
12/12/2015;27500;27500;1121_1123;92.7;0;0;0;36.5;0;0;0;0;20;1;1;3;0;535;0.723;1.13;1;0;2050;0
16/03/2018;42500;42500;1122_1125;124.6;0;0;0;49.5;0;0;0;0;45;1;1;2;0;804;1.086;0.89;1;0;2050;0
13/06/2019;44500;44448;1122_1125;124.6;0;0;0;49.5;0;0;0;0;46;1;1;2;0;804;1.086;0.89;1;0;2050;0
23/11/2014;23700;22888;1122_1125;124.6;0;0;0;22;0;0;0;0;41;1;1;2;0;768;1.038;0.89;1;0;2050;0
22/09/2016;29500;29479;1122_1125;124.6;0;0;0;22;0;0;0;0;43;1;1;2;0;768;1.038;0.89;1;0;2050;0
27/08/2016;32500;32500;1122_1125;116;0;0;0;36.9;0;0;0;0;43;1;1;2;0;764;1.032;0.89;0.96;0;2050;0
10/12/2014;27930;24680;1111;116;0;0;0;45.3;0;0;0;0;41;1;1.065;2;0;904;1.222;0.89;1;0;2050;0
26/06/2016;29000;28941;1111;116;0;0;0;22;0;0;0;0;43;1;1.065;3;0;852;1.151;0.89;1;0;2050;0
30/12/2018;43600;43283;1111;116;0;0;0;22;0;0;0;0;45;1;1.065;2;0;852;1.151;0.89;1;0;2050;0
18/04/2015;26500;26474;1111;116;0;0;0;22;0;0;0;0;42;1;1.065;2;0;852;1.151;0.89;1;0;2050;0
27/02/2019;44500;44212;1122_1125;124.6;0;0;0;22;0;0;0;0;46;1;1;2;0;768;1.038;0.89;1;0;2050;0
30/07/2015;27500;26025;1122_1125;116;0;0;0;35.3;0;0;0;0;42;1;1;2;0;804;1.086;0.89;0.96;0;2050;0
14/05/2016;30300;30278;1122_1125;116;0;0;0;35.3;0;0;0;0;43;1;1;2;0;804;1.086;1;1;0;2050;0
20/06/2019;43500;43493;1111;116;0;0;0;49.5;0;0;0;0;46;1;1.065;2;0;904;1.222;0.89;0.96;0;2050;0
19/07/2017;31000;30623;1122_1125;124.6;0;0;0;41.5;0;0;0;0;44;1;1;2;0;804;1.086;0.93;1;0;2050;0
22/07/2016;28500;28500;1121_1123;130;0;0;0;44;0;0;0;0;43;1;1;2;0;601;0.812;1;1;0;2050;0
15/11/2015;35700;35700;1111;159;0;0;0;32.8;0;0;0;0;33;1;1.247;4;0;927;1.253;0.89;0.96;0;2050;0
27/05/2016;33000;32986;1111;139.8;0;61.4;0;43;0;0;1;0;34;1;1.065;4;0;1017;1.374;0.98;0.96;0;2050;0
08/02/2015;31000;30978;1111;138.1;0;0;0;34.9;0;0;0;0;43;0;1.2;3;0;875;1.182;1.11;0.96;0;2050;0
19/02/2017;39900;39851;1111;139.3;0;0;0;32.6;0;0;0;0;51;0;1.267;2;0;667;0.901;1.04;0.96;0;2050;0
24/02/2017;13907;14259;1126;63;0;0;0;0;2;0;0;0;18;0;1;2;0;160;0.216;1;1;0;2050;0
21/07/2018;25000;25000;1126;63;0;0;0;0;2;0;0;0;19;0;1;2;0;160;0.216;1;1;0;2050;0
16/05/2018;22400;22398;1126;74;0;0;0;0;0;0;1;0;73;0;1;2;0;178;0.241;1;1;0;2050;0
30/01/2014;9500;9500;1121_1123;131.5;0;0;0;44.4;0;0;1;0;54;0;1;2;0;446;0.603;0.93;0.87;1;2050;0
17/03/2017;39700;39675;1121_1123;131.5;0;0;0;44.4;0;0;1;0;57;0;1;2;0;446;0.603;0.93;0.87;0;2050;0
24/04/2016;6350;6350;1126;59.3;59.3;0;0;0;4.7;0;0;0;71;0;1;2;0;214;0.289;1;1;1;2050;0
17/09/2016;12700;12700;1126;59.3;59.3;0;0;0;4.7;0;0;0;71;0;1;2;0;214;0.289;1;1;0;2050;0
27/06/2018;18000;18000;1126;71.4;0;0;0;0;0;0;0;0;73;0;1;2;0;236;0.319;1;1;1;2050;0
03/04/2016;13000;12903;1126;121.2;0;0;0;0;13.6;0;1;0;62;0;1;2;0;317;0.428;1;1;1;2050;0
02/10/2016;17700;17700;1126;85.4;0;0;0;36.8;0;0;0;0;62;0;1;2;0;283;0.382;1;1;0;2050;0
08/12/2017;41000;41000;1121_1123;131.5;0;0;0;48.4;0;0;1;0;57;0;1;3;0;442;0.597;0.85;0.93;0;2050;0
01/11/2018;49200;48492;1111;129;0;0;0;42.8;0;0;0;0;46;0;1.118;2;0;732;0.989;1.04;0.96;0;2050;0
23/08/2015;25500;25469;1121_1123;131.5;0;0;0;48.4;0;0;1;0;55;0;1;3;0;442;0.597;0.85;0.93;0;2050;0
03/06/2018;20000;20000;1126;63;0;0;0;0;2;0;0;0;73;0;1;2;0;167;0.226;1;1;0;2050;0
01/07/2016;11100;11100;1126;63;0;0;0;0;2;0;0;0;71;0;1;2;0;167;0.226;1;1;0;2050;0
13/09/2018;21900;21900;1126;64.9;0;0;0;0;0;0;0;0;73;0;1;2;0;159;0.215;0.89;0.94;0;2050;0
12/09/2015;14600;12875;1126;74;0;0;0;0;0;0;0;0;70;0;1;2;0;179;0.242;1;0.94;0;2050;0
07/02/2015;27750;27695;1111;121.5;0;0;0;38.4;0;0;0;0;51;1;1.132;3;0;660;0.892;0.96;0.96;0;2050;0
16/06/2019;54500;54369;1111;162;0;0;0;33;0;0;0;0;52;0;1.263;3;0;654;0.884;1.07;0.96;0;2050;0
09/03/2017;48500;48465;1111;155;17;0;0;29.6;0;0;1;0;51;0;1.338;3;0;859;1.161;0.98;1;0;2050;0
12/06/2014;12200;12200;1126;79;0;0;0;35;0;0;0;0;55;0;1;2;0;200;0.27;0.89;0.96;1;2050;0
07/04/2017;30000;30000;1126;79;0;0;0;35;0;0;0;0;58;0;1;2;0;200;0.27;0.89;0.96;0;2050;0
16/08/2015;10200;10200;1126;71;0;0;0;0;0;0;0;0;56;0;1;2;0;181;0.245;0.85;1;1;2050;0
23/01/2016;10500;10411;1126;70.4;0;0;2.3;0;0;0;0;0;62;0;1;2;0;141;0.191;1;1;0;2050;0
05/02/2016;10000;9961;1126;80;0;0;0;0;0;0;0;0;71;0;1;2;0;139.5;0.189;1;1;1;2050;0
17/11/2018;24000;23928;1126;80;0;0;0;0;0;0;0;0;73;0;1;2;0;139.5;0.189;1;1;0;2050;0
28/04/2016;10000;9996;1126;66.2;0;0;0;0;1.2;0;0;0;71;0;1;2;0;114.5;0.155;1;1;0;2050;0
22/05/2016;16000;15989;1126;81.5;0;18.7;0;0;0;0;1;0;60;0;1;2;0;155;0.209;0.83;0.94;0;2050;0
22/09/2016;16700;16700;1126;81.5;0;18.7;0;0;0;0;1;0;60;0;1;2;0;155;0.209;0.83;0.94;0;2050;0
11/09/2014;29500;29500;1111;105.4;0;0;0;61.2;0;0;0;0;50;0;1.076;2;0;812;1.097;1;0.96;0;2050;0
20/01/2019;19900;19897;1126;75.3;0;0;0;0;5.3;0;0;0;72;0;1;2;0;223;0.301;1;1;0;2050;0
01/09/2016;23000;23000;1126;84.6;0;0;0;42.8;0;0;0;0;60;0;1;2;0;259;0.35;0.89;0.96;0;2050;0
02/08/2019;28000;27979;1126;75.1;2.6;0;0;28.5;0;0;1;0;74;0;1;2;0;217;0.293;0.98;0.96;0;2050;0
10/09/2017;25500;25465;1126;75.1;2.6;0;0;28.5;0;0;1;0;72;0;1;2;0;217;0.293;0.98;0.96;0;2050;0
01/10/2016;17000;16252;1126;75.1;2.6;0;0;28.5;0;0;1;0;71;0;1;2;0;217;0.293;0.98;0.96;0;2050;0
26/07/2019;38500;38472;1121_1123;131.5;0;0;0;39.8;0;0;1;0;59;0;1;3;0;446;0.603;0.89;0.96;0;2050;0
06/05/2017;34900;34900;1121_1123;131.5;0;0;0;39.8;0;0;1;0;57;0;1;3;0;446;0.603;0.89;0.96;0;2050;0
03/10/2014;20000;19915;1121_1123;131.5;0;0;0;39.8;0;0;1;0;54;0;1;3;0;446;0.603;0.89;0.96;0;2050;0
13/11/2016;26000;23713;1121_1123;155;0;0;0;0;0;0;0;1;55;0;1;4;0;394;0.532;0.94;1;0;2050;0
02/07/2016;9000;9000;1126;74;0;0;0;0;0.6;0;0;0;71;0;1;2;0;140;0.189;1;1;1;2050;0
15/05/2015;25000;25000;1121_1123;131.5;0;0;0;49;0;0;1;0;55;0;1;3;0;486;0.657;0.89;0.96;0;2050;0
07/07/2017;25000;24973;1126;109.5;0;35.5;12.4;0;0;0;1;0;72;0;1;3;0;194;0.262;1;1;0;2050;0
03/06/2018;39500;39500;1121_1123;151.3;0;18.7;0;0;0;0;0;1;62;0;1;3;0;250;0.338;0.85;0.94;0;2050;0
01/11/2015;17500;17401;1121_1123;151.3;0;18.7;0;0;0;0;0;1;59;0;1;3;0;250;0.338;0.85;0.94;1;2050;0
12/12/2015;7500;7500;1126;74;0;0;0;0;0;0;0;0;70;0;1;2;0;145;0.196;1;1;1;2050;0
22/02/2018;38900;38884;1121_1123;131.5;0;0;0;35.3;0;0;1;0;58;0;1;3;0;446;0.603;0.93;0.96;0;2050;0
01/09/2016;13500;13230;1126;76.5;0;0;0;0;0;0;0;0;34;0;1;2;0;168;0.227;1;1;0;2050;0
21/12/2016;17300;17293;1126;76.5;0;0;0;0;0;0;0;0;34;0;1;2;0;168;0.227;1;1;0;2050;0
14/02/2019;17000;17000;1126;61.6;0;0;0;0;0;0;0;0;58;0;1;2;0;199;0.269;1.04;0.94;0;2050;0
28/10/2015;26000;25994;1121_1123;131.5;0;0;0;39.8;0;0;1;0;55;0;1;3;0;446;0.603;0.87;0.96;0;2050;0
19/04/2018;40000;39975;1121_1123;131.5;0;0;0;39.8;0;0;1;0;58;0;1;3;0;446;0.603;0.87;0.96;0;2050;0
08/04/2016;42000;40100;1111;135.6;0;0;0;36.2;0;0;0;0;52;0;1.224;2;0;634;0.857;1.04;0.96;0;2050;0
28/03/2018;41200;41169;1121_1123;131.5;0;0;0;48.4;0;0;1;0;58;0;1;3;0;442;0.597;0.98;0.93;0;2050;0
25/04/2019;47000;47000;1121_1123;131.5;0;0;0;48.4;0;0;1;0;59;0;1;3;0;442;0.597;0.98;0.93;0;2050;0
16/01/2020;23500;23500;1126;68.1;0;0;0;0;0;0;0;0;75;0;1;2;0;181;0.245;0.89;0.97;0;2050;0
18/05/2014;16540;17395;1126;87.5;0;0;0;0;3.3;0;0;0;56;0;1;2;0;230;0.311;1;1;0;2050;0
19/10/2018;23000;22760;1126;70.4;0;0;2.3;35.3;0;0;0;0;64;0;1;2;0;166;0.224;1;1;0;2050;0
30/05/2019;25500;25165;1126;75.6;0;0;0;0;0;0;0;0;65;0;1;2;0;125;0.169;1;1;0;2050;0
16/11/2014;19500;19500;1121_1123;133;0;0;0;0;0;0;1;0;53;0;1;2;0;394;0.532;0.91;1;0;2050;0
07/12/2018;34500;32718;1121_1123;133;0;0;0;0;0;0;1;0;57;0;1;2;0;394;0.532;0.91;1;0;2050;0
15/03/2019;45900;45872;1121_1123;131.5;0;0;0;49;0;0;1;0;59;0;1;2;0;481;0.65;1.04;0.96;0;2050;0
08/03/2015;23000;23000;1121_1123;131.5;0;0;0;44.4;0;0;1;0;55;0;1;2;0;446;0.603;1;0.93;0;2050;0
12/02/2016;26800;26800;1121_1123;131.5;0;0;0;35.3;0;0;1;0;56;0;1;2;0;446;0.603;1;0.96;1;2050;0
10/01/2016;16200;16200;1121_1123;133;0;0;0;36.3;0;0;1;0;55;0;1;4;0;394;0.532;0.89;0.96;1;2050;0
27/05/2018;25000;25000;1121_1123;133;0;0;0;36.3;0;0;1;0;57;0;1;4;0;394;0.532;0.89;0.96;0;2050;0
11/09/2014;25000;24314;1121_1123;131.5;0;0;0;49;0;0;1;0;54;0;1;3;0;486;0.657;0.87;0.93;0;2050;0
31/08/2019;25500;25479;1126;94.6;0;0;0;0;0;0;0;0;63;0;1;2;0;211;0.285;1;1;0;2050;0
11/09/2015;12500;12411;1126;116.5;0;18.6;0;0;0;0;1;0;59;0;1;2;0;254;0.343;0.94;1;1;2050;0
24/09/2016;12370;10319;1126;74;0;0;0;0;0.4;0;0;0;71;0;1;2;0;132;0.178;1;1;0;2050;0
07/08/2016;25000;24989;1126;99.4;0;26.9;15.3;0;0;0;1;0;71;0;1;3;0;185;0.25;1;1;0;2050;0
08/02/2014;10450;9381;1126;83.2;0;0;0;35;0;0;0;0;55;0;1;2;0;130;0.176;0.89;0.96;0;2050;0
04/12/2019;29000;28964;1126;110.7;27.5;0;0;0;0;0;1;0;60;0;1;3;0;161;0.218;1.02;1;0;2050;0
22/03/2019;37500;37456;1121_1123;131.5;0;0;0;0;0;0;1;0;59;0;1;2;0;442;0.597;1.02;0.94;0;2050;0
04/05/2019;27700;27682;1126;74.2;0;0;0;0;0;0;0;0;65;0;1;2;0;166;0.224;1;1;0;2050;0
28/05/2016;18000;17995;1126;74.2;0;0;0;0;0;0;0;0;62;0;1;2;0;166;0.224;1;1;0;2050;0
22/02/2019;28000;28000;1126;84.4;0;0;4.6;0;0;0;0;0;59;0;1;3;0;183.3;0.248;1;1;0;2050;0
13/05/2015;10500;10500;1126;84.4;0;0;4.6;0;0;0;0;0;55;0;1;3;0;183.3;0.248;1;1;1;2050;0
20/04/2018;19500;19065;1126;76.1;0;0;0;0;21.1;0;0;0;64;0;1;2;0;255;0.345;1;1;0;2050;0
06/12/2015;29000;29000;1121_1123;131.5;0;0;0;49;0;0;1;0;55;0;1;4;0;481;0.65;1.02;0.96;0;2050;0
12/03/2016;8500;8500;1126;70.4;0;0;2.3;0;0;0;0;0;62;0;1;2;0;184;0.249;1;1;1;2050;0
26/02/2020;27000;26983;1126;75.6;0;0;0;0;0;0;0;0;66;0;1;2;0;197;0.266;1;1;0;2050;0
31/05/2018;24400;24379;1126;75.6;0;0;0;0;0;0;0;0;64;0;1;2;0;197;0.266;1;1;0;2050;0
18/10/2014;24050;24000;1111;113;0;0;0;23;0;0;0;0;48;1;1.235;2;0;741;1.001;1.04;1.11;1;2050;0
19/10/2019;49500;49356;1111;113;0;0;0;23;0;0;0;0;53;1;1.235;2;0;741;1.001;1.04;1.11;0;2050;0
09/05/2018;37900;37884;1111;143.8;71.9;0;0;31.7;0;0;1;0;73;0;1.035;4;0;412;0.557;1.02;0.96;0;2050;0
10/02/2016;8500;8500;1126;71.9;71.9;0;0;0;0;0;0;0;71;0;1;3;0;188;0.254;1;1;1;2050;0
13/01/2019;19900;19886;1126;71.9;71.9;0;0;0;0;0;0;0;74;0;1;3;0;188;0.254;1;1;0;2050;0
29/01/2017;17000;17000;1126;94;94;0;0;0;28.5;0;0;0;71;0;1;2;1;229;0.309;1;1;0;2050;0
07/01/2016;43400;43271;1111;163.3;0;0;0;36.7;0;0;0;0;23;0;1.09;4;0;780;1.054;1.26;1.07;0;2050;0
30/11/2014;42200;42159;1111;174;0;0;0;67.9;0;0;0;0;29;0;1.167;4;0;780;1.054;1;1;0;2050;0
03/12/2015;42500;41962;1111;149;0;0;0;34.5;0;0;0;0;31;0;1.147;2;0;700;0.946;1.04;0.96;0;2050;0
30/05/2018;50000;49921;1111;170;0;0;0;26.2;0;0;0;0;35;1;1.168;4;0;702;0.949;1.15;1.07;0;2050;0
05/02/2015;33000;33000;1111;148.9;0;0;0;40.6;0;0;0;0;27;1;1.335;2;0;788;1.065;0.98;0.94;0;2050;0
05/08/2017;59900;59831;1111;177.6;0;0;0;44.7;0;0;0;0;34;0;1.24;4;0;708;0.957;1;1.15;0;2050;0
26/04/2019;45000;44000;1111;111.6;0;0;0;0;0;0;0;0;70;0;1.022;2;0;525;0.709;1;1;0;2050;0
18/04/2014;15500;14563;1126;87.5;0;0;0;0;0;0;0;0;68;0;1;2;0;243;0.328;1.04;1.11;0;2050;0
24/11/2018;26800;26793;1126;87.5;0;0;0;0;0;0;0;0;72;0;1;2;0;243;0.328;1.04;1.11;0;2050;0
30/11/2016;19360;19291;1126;87.5;0;0;0;0;0;0;0;0;70;0;1;2;0;243;0.328;1.04;1.11;0;2050;0
02/09/2016;17000;17000;1126;87.5;0;0;0;0;0;0;0;0;70;0;1;2;0;243;0.328;1.04;1.11;0;2050;0
21/07/2016;21300;21258;1126;102.1;0;0;0;58.2;0;0;0;0;70;0;1;2;0;257;0.347;1;1.05;0;2050;0
24/04/2016;22500;22500;1111;91;0;0;0;46;0;0;0;0;68;1;1.048;2;0;500;0.676;0.85;1;0;2050;0
21/05/2017;19000;18997;1126;60.5;0;60.5;0;0;0;0;0;0;67;0;1;2;0;210;0.284;0.89;0.89;0;2050;0
01/07/2015;39000;37435;1122_1125;124.7;0;0;0;43.9;0;0;0;0;14;0;1;3;0;575;0.777;1;1;0;2050;0
12/04/2017;45800;45592;1122_1125;124.7;0;0;0;43.9;0;0;0;0;16;0;1;4;0;603;0.815;1;1;0;2050;0
05/02/2015;32500;32500;1122_1125;116.8;0;0;0;43.9;0;0;0;0;14;0;1;2;0;608;0.822;1;1;0;2050;0
