utgdag;kaupverd;nuvirdi;ist120;ibm2;ib2m2;ib3m2;rism2;bilskurm2;geymm2;two_livunits;two_storey;storeys_3;age_studull;not_concrete;stud1house;bath_fixtures;fjbilsk;lodpflm;landratio;innig_factor;utig_factor;fjarmalastofnunselur;hverfi;gata
31/12/2017;25700;25562;1121_1123;96.2;0;0;0;0;0;0;0;0;10;1;1;2;0;375.3;0.507;1;1;0;7110;0
18/07/2018;42000;41896;1111;205.6;104.2;0;0;32.3;0;0;1;0;10;0.5;1.394;4;0;620;0.838;1;1;0;7110;0
20/06/2015;45000;44821;1111;193;0;0;0;26.1;0;0;1;0;10;0;1.391;6;0;687;0.928;1;1;0;7110;0
15/12/2017;50100;49989;1111;193;0;0;0;26.1;0;0;1;0;12;0;1.391;6;0;687;0.928;1;1;0;7110;0
12/06/2016;27000;26988;1111;142.4;0;0;0;33.3;0;0;1;0;10;1;1.036;3;0;558;0.754;1;1;0;7110;0
19/04/2018;44000;43940;1122_1125;179.7;0;0;0;37.7;0;0;1;0;14;1;1;4;0;546.5;0.739;1;1;0;7110;0
11/11/2016;35500;35500;1122_1125;179.7;0;0;0;37.7;0;0;1;0;12;1;1;4;0;546.5;0.739;1;1;0;7110;0
27/07/2019;44500;44444;1111;156.4;0;43.3;47.9;20.5;0;0;1;0;49;0;1.228;4;0;900;1.216;1;1;0;7110;0
17/05/2015;31900;31684;1111;136.3;0;0;0;31;0;0;0;0;47;0;1.266;2;0;1050;1.419;0.96;1;0;7110;0
10/10/2019;44000;43730;1111;137.5;0;0;0;34.2;0;0;0;0;30;0;1.423;3;0;1000;1.351;0.93;1.11;0;7110;0
04/10/2019;33900;33549;1122_1125;122;0;0;0;0;0;0;1;0;38;1;1;3;0;463;0.626;0.87;0.89;0;7110;0
08/05/2014;33000;32872;1111;161.2;0;0;0;44.2;0;0;0;0;36;1;1.193;2;0;1020;1.378;1.11;0.96;0;7110;0
15/03/2019;65000;64621;1111;239.3;0;0;0;53.6;0;0;1;0;34;0;1.089;3;0;1035;1.399;0.93;1.11;0;7110;0
26/09/2015;32000;31939;1111;141.6;0;0;0;40.8;0;0;0;0;41;0;1.143;3;0;720;0.973;1.07;0.96;0;7110;0
29/08/2019;43500;43472;1111;141.6;0;0;0;40.8;0;0;0;0;45;0;1.143;3;0;720;0.973;1.07;0.96;0;7110;0
24/05/2018;47000;46336;1111;194.3;58;0;0;29.7;0;0;1;0;42;0;1.065;5;0;810;1.095;0.96;0.96;0;7110;0
28/11/2018;16100;16100;1126;81.4;0;0;0;0;0;0;0;0;40;0.5;1;2;0;251;0.339;0.81;1;0;7110;0
16/08/2015;33600;33156;1111;201.8;115.7;0;0;31.5;0;0;1;0;45;0;1.289;3;0;880;1.189;0.96;1;0;7110;0
13/05/2017;21800;21800;1111;120.5;0;0;0;0;0;0;0;0;37;1;1.043;2;0;765;1.034;1;0.89;0;7110;0
23/09/2015;18000;17891;1122_1125;84.6;0;0;0;34.8;0;0;0;0;20;1;1;3;0;522;0.705;0.91;0.94;0;7110;0
26/07/2015;14500;14303;1126;87.5;0;0;0;0;0;0;0;0;30;1;1;2;0;357;0.482;0.96;1;0;7110;0
23/03/2017;19500;19491;1126;97.6;0;0;0;0;0;0;0;0;32;1;1;2;0;393;0.531;0.93;1;0;7110;0
19/10/2018;25000;24987;1121_1123;61.1;0;0;0;0;54.5;0;1;0;34;1;1;2;0;430;0.581;0.93;1;0;7110;0
09/03/2016;14000;14000;1121_1123;61.7;0;0;0;0;19.8;0;1;0;32;1;1;2;0;303;0.409;0.96;1;0;7110;0
25/08/2018;44000;43522;1111;126.3;0;0;0;45.3;0;0;0;0;37;0;1.126;3;0;750;1.014;0.94;1;0;7110;0
16/11/2015;23000;23000;1111;114.5;0;0;0;32;0;0;0;0;47;0;1.047;2;0;795;1.074;0.93;0.96;0;7110;0
31/08/2017;53010;52826;1111;204.2;0;0;0;42.4;0;0;0;0;33;0;1.283;5;0;1125;1.52;1;1;0;7110;0
22/07/2015;19700;19568;1122_1125;88.8;0;0;0;0;14.8;0;0;0;48;0;1;2;0;455;0.615;1;1;0;7110;0
28/07/2017;23400;23362;1122_1125;88.8;0;0;0;0;14.8;0;0;0;50;0;1;2;0;455;0.615;1;1;0;7110;0
18/04/2018;24500;24500;1122_1125;88.8;0;0;0;0;14.8;0;0;0;51;0;1;2;0;455;0.615;1;1;0;7110;0
19/10/2014;15992;15285;1126;87.3;0;0;0;0;0;0;0;0;31;1;1;2;0;377;0.509;1.07;1;0;7110;0
09/12/2015;36000;33753;1111;160.3;0;0;12.9;36.2;12.4;0;1;0;14;0;1;4;0;937;1.266;1;1;0;7110;0
30/07/2017;28000;27701;1111;101.7;0;0;0;26.6;0;0;0;0;56;0;1;2;0;855;1.155;0.83;1;0;7110;0
04/05/2018;39000;38961;1111;198;99;0;0;28;0;0;1;0;64;0;1.005;4;0;991;1.339;0.87;0.76;0;7110;0
19/03/2017;29500;29459;1121_1123;128.2;0;0;0;0;0;0;0;0;10;1;1;2;0;1295.4;1.751;1;1;0;7110;0
13/07/2016;37500;37281;1111;205.6;104.2;0;0;32.3;0;0;1;0;9;0.5;1;6;0;619.8;0.838;1;1;0;7110;0
08/12/2016;27500;27386;1121_1123;128.2;0;0;0;0;0;0;0;0;9;1;1;2;0;1295.4;1.751;1;1;0;7110;0
25/03/2018;10050;10050;1111;84.7;0;0;0;40;0;0;0;0;59;0;1.149;2;0;875;1.182;1;1;1;7110;0
20/04/2016;16000;16000;1122_1125;108.4;0;50.5;0;0;0;0;1;0;34;0;1;2;0;484;0.654;0.96;1;0;7110;0
24/07/2019;20500;20500;1121_1123;49.6;0;0;0;0;52.1;0;1;0;35;1;1;2;0;379;0.512;0.9;1;0;7110;0
06/10/2017;39500;36050;1111;159.4;0;0;0;40;0;0;0;0;25;1;1.112;2;0;750;1.014;0.87;0.94;0;7110;0
01/10/2016;53000;52847;1111;202.7;0;0;0;46.4;0;0;0;0;8;0;1.166;4;0;1174;1.586;1;1;0;7110;0
01/12/2017;55000;55000;1111;202.7;0;0;0;46.4;0;0;0;0;9;0;1.166;4;0;1174;1.586;1;1;0;7110;0
20/07/2017;42200;42127;1111;161.2;0;0;0;44.2;0;0;0;0;39;1;1.193;2;0;1020;1.378;1.11;0.96;0;7110;0
09/08/2019;41500;41428;1111;142.4;0;0;0;33;0;0;0;0;43;0;1.081;4;0;690;0.932;0.89;0.89;0;7110;0
09/02/2014;27000;26993;1111;128.1;0;0;0;33.6;0;0;0;0;33;1;1.219;3;0;690;0.932;0.93;1;0;7110;0
13/11/2015;21500;21475;1122_1125;98.9;0;0;0;0;0;0;0;0;13;1;1;2;0;512;0.692;1;1;0;7110;0
04/12/2015;25092;25767;1126;120;0;0;0;37.5;0;0;0;0;37;0.5;1;3;0;439;0.593;0.93;1;0;7110;0
03/04/2016;33900;32632;1111;134.2;0;0;18.5;43.3;0;0;1;0;14;0;1.015;4;0;728;0.984;1;1;0;7110;0
08/02/2018;24700;24552;1121_1123;96;0;0;0;0;0;0;0;0;12;1;1;2;0;951.4;1.286;1;1;0;7110;0
12/02/2016;9000;8805;1122_1125;108.4;0;50.5;0;0;0;0;1;0;25;0;1;4;0;484;0.654;1;1;0;7110;0
21/06/2018;25000;25000;1121_1123;95.4;0;0;7.3;0;0;0;1;0;12;0;1;4;0;198;0.268;1;1;0;7110;0
02/11/2014;9800;9786;1121_1123;51.8;0;0;0;0;20.8;0;1;0;30;1;1;2;0;270;0.365;0.9;1;0;7110;0
02/07/2016;46500;46433;1111;215.2;0;0;0;35.8;0;0;1;0;13;0;1.221;6;0;1113;1.504;1;1;0;7110;0
19/08/2016;18200;18200;1111;93.6;0;0;0;0;92.4;0;0;0;35;0.5;1.021;3;0;750;1.014;0.74;0.94;0;7110;0
28/06/2015;18835;18066;1111;101.6;0;0;0;0;0;0;0;0;36;1;1.027;2;0;750;1.014;0.81;1;0;7110;0
22/11/2018;28500;28480;1111;101.6;0;0;0;0;0;0;0;0;39;1;1.027;2;0;750;1.014;0.81;1;0;7110;0
27/04/2017;39500;38080;1111;201;72;0;0;38.9;38.9;0;1;0;37;0.5;1.192;2;0;750;1.014;0.91;0.86;0;7110;0
28/04/2018;21000;21000;1122_1125;85.2;0;0;0;0;0;0;0;0;35;1;1;2;0;450;0.608;0.83;0.94;0;7110;0
19/10/2018;34000;33758;1111;104;0;0;0;40;39.4;0;0;0;40;1;1.03;2;0;720;0.973;0.93;0.94;0;7110;0
01/07/2017;34100;34034;1122_1125;113.1;0;0;0;32;0;0;1;0;13;1;1;3;0;300;0.405;1;1;0;7110;0
07/10/2017;34950;34922;1122_1125;98.9;0;0;0;39.2;0;0;0;0;15;1;1;2;0;512;0.692;1;1;0;7110;0
13/03/2015;19000;18283;1121_1123;92.4;0;0;7.3;0;0;0;1;0;9;0;1;3;0;198;0.268;1;1;0;7110;0
06/09/2018;25500;25325;1121_1123;95.4;0;0;7.3;0;0;0;1;0;12;0;1;4;0;198;0.268;1;1;0;7110;0
06/11/2014;19100;19065;1122_1125;88.8;0;0;0;0;14.3;0;0;0;47;0;1;2;0;455;0.615;1;1;0;7110;0
07/11/2014;12000;12000;1111;160.6;42.1;0;0;0;0;0;1;0;55;1;1.25;2;0;2840;3.838;0.78;1;0;7110;0
26/10/2016;26500;26454;1121_1123;128.2;0;0;0;0;0;0;0;0;10;1;1;2;0;1250;1.689;1;1;0;7110;0
02/02/2017;24900;24879;1121_1123;96.5;0;0;0;0;0;0;0;0;11;1;1;2;0;946;1.278;1;1;0;7110;0
30/12/2018;42000;42000;1111;144.3;0;0;0;35.7;0;0;1;0;12;1;1.195;4;0;590;0.797;1;1;0;7110;0
04/10/2019;47000;46620;1121_1123;134.7;0;0;0;44;0;0;1;0;21;0;1;3;0;692;0.935;1;1;0;7110;0
15/02/2019;20400;20385;1126;104.6;104.6;0;0;0;0;0;0;0;38;0;1;2;0;275;0.372;1;1;0;7110;0
29/10/2017;16000;15680;1122_1125;59.5;0;0;0;0;0;0;0;0;30;1;1;2;0;267;0.361;0.89;1;0;7110;0
23/04/2015;12100;12100;1122_1125;59.5;0;0;0;0;0;0;0;0;28;1;1;2;0;267;0.361;0.89;1;0;7110;0
15/01/2016;21500;21479;1122_1125;98.9;0;0;0;0;0;0;0;0;14;1;1;2;0;499;0.674;1;1;0;7110;0
18/01/2018;25500;25500;1122_1125;81.9;0;0;0;0;0;0;0;0;14;0;1;3;0;737;0.996;1;1;0;7110;0
24/10/2014;17465;17940;1122_1125;80.7;0;0;0;0;0;0;0;0;19;1;1;2;0;478;0.646;0.96;0.89;0;7110;0
15/12/2014;33000;31905;1111;126.1;0;0;0;35.5;10.7;0;0;0;12;1;1;3;0;705;0.953;1;1;0;7110;0
15/03/2017;28650;28578;1122_1125;128.2;0;0;0;0;0;0;0;0;11;1;1;2;0;1252;1.692;1;1;0;7110;0
06/11/2016;16900;16900;1122_1125;68.8;0;0;0;0;0;0;0;0;22;1;1;2;0;569;0.769;0.93;1;0;7110;0
09/03/2018;17075;16981;1126;104.6;104.6;0;0;0;0;0;0;0;37;0;1;2;0;275;0.372;1;1;0;7110;0
19/09/2018;46700;46066;1111;267.9;133.2;0;0;37.7;11.7;0;1;0;38;1;1.058;7;0;750;1.014;0.87;0.94;0;7110;0
19/08/2017;41000;41000;1111;154;0;0;0;30.1;8.3;0;0;0;10;1;1.052;4;0;883;1.193;1;1;0;7110;0
03/08/2018;42000;41844;1111;154;0;0;0;30.1;8.3;0;0;0;11;1;1.052;4;0;883;1.193;1;1;0;7110;0
01/10/2015;34000;33593;1111;134.2;0;0;0;37.8;0;0;0;0;7;1;1.254;4;0;797;1.077;1;1;0;7110;0
19/08/2018;39000;39000;1111;123.4;0;0;0;35.4;0;0;0;0;13;1;1.036;2;0;530;0.716;1;1;0;7110;0
11/10/2014;37000;36689;1111;205.6;104.2;0;0;32.3;0;0;1;0;6;0.5;1.584;5;0;620;0.838;1;1;0;7110;0
17/07/2016;35500;35418;1111;154;0;0;0;30.1;8.3;0;0;0;10;1;1.021;4;0;811;1.096;1;1;0;7110;0
28/05/2018;28000;27414;1111;93.4;0;0;0;40.5;0;0;0;0;71;1;1.037;2;0;756;1.022;1.04;1.05;0;7110;0
24/09/2015;23000;23000;1111;110.5;0;0;0;0;0;0;0;0;52;1;1.023;2;0;880;1.189;0.96;0.89;0;7110;0
16/10/2015;18000;18000;1111;89.2;0;0;0;0;0;0;0;0;47;0;1.011;2;0;726;0.981;0.93;1;0;7110;0
01/03/2018;44500;44003;1111;205.6;104.2;0;0;32.3;0;0;1;0;11;0.5;1;6;0;619.8;0.838;1;1;0;7110;0
06/10/2017;34500;31050;1122_1125;106.4;0;0;0;40;0;0;0;0;23;0;1;3;0;770;1.041;1;1;0;7110;0
09/03/2018;36924;36924;1126;196.8;0;49.1;0;48.5;15.8;0;1;0;37;0;1;2;0;551;0.745;0.91;1;0;7110;0
15/10/2017;26550;26550;1122_1125;98.9;0;0;0;39.2;0;0;0;0;15;1;1;2;0;511.5;0.691;1;1;0;7110;0
16/08/2015;28000;27964;1111;117.5;0;0;0;30;0;0;0;0;21;1;1.173;2;0;706;0.954;0.93;1;0;7110;0
16/11/2017;18000;17972;1111;144.3;0;0;0;35.7;0;0;1;0;11;1;1.195;4;0;590;0.797;1;1;1;7110;0
23/11/2017;34100;34079;1111;113;0;0;0;30;0;0;0;0;46;0;1.058;2;0;690;0.932;0.96;1;0;7110;0
10/07/2015;13500;13315;1111;87.6;0;0;0;24.4;0;0;0;0;58;0;1.063;2;0;850;1.149;0.81;0.96;0;7110;0
17/11/2016;29500;29500;1111;144.3;0;0;0;35.7;0;0;1;0;10;1;1.195;4;0;552;0.746;1;1;1;7110;0
21/12/2016;27750;27481;1111;118.5;0;0;0;28.5;0;0;0;0;70;1;1.052;2;0;1250;1.689;1.15;1.08;0;7110;0
02/09/2015;39900;37210;1111;205.6;104.2;0;0;32.3;0;0;1;0;8;0.5;1;6;0;619.8;0.838;1;1;0;7110;0
26/03/2015;16500;16500;1111;89.4;0;0;0;0;0;0;0;0;40;0;1;2;0;840;1.135;1;1;0;7110;0
28/06/2015;28500;25650;1111;118.5;0;0;0;28.5;0;0;0;0;69;1;1.052;2;0;1250;1.689;1.15;1.08;0;7110;0
26/10/2014;28000;27978;1111;113;0;0;0;0;65.2;0;0;0;40;0;1.192;3;0;750;1.014;0.85;0.94;0;7110;0
06/06/2015;36000;35993;1111;135.6;0;0;18.5;40.6;0;0;1;0;9;1;1.006;2;0;546;0.738;1;1;0;7110;0
27/10/2018;54000;53944;1111;202.6;0;0;7;34.8;0;0;1;0;13;1;1.095;4;0;655;0.885;1;1;0;7110;0
02/07/2016;31000;30966;1111;184.2;0;0;0;0;0;1;0;0;44;0;1.093;6;0;690;0.932;1.02;1.06;0;7110;0
23/01/2014;29650;29650;1111;125.3;0;0;0;37.7;0;0;0;0;21;1;1.116;3;0;625;0.845;1;1;0;7110;0
27/04/2016;28250;27697;1111;132;0;0;0;31.4;0;0;1;0;12;1;1;4;0;591;0.799;1;1;0;7110;0
16/09/2018;22500;22050;1111;89.4;0;0;0;0;0;0;0;0;43;0;1;2;0;840;1.135;1;1;0;7110;0
08/02/2017;20500;20500;1111;89.4;0;0;0;0;0;0;0;0;42;0;1;2;0;840;1.135;1;1;0;7110;0
26/07/2014;25000;25000;1111;258.5;0;0;0;0;61.4;1;0;0;56;0;1.23;2;0;10000;13.514;1;1;0;7115;0
13/08/2015;9900;9888;1111;174.8;0;0;0;0;0;0;0;0;32;0.5;1.099;2;0;4404;5.951;0.78;1;1;7115;0
02/12/2017;13090;12985;1111;94.5;0;0;0;0;0;0;0;0;35;0;1.021;2;0;750;1.014;1.07;1;0;7115;0
22/02/2020;15000;14955;1111;61.7;0;0;0;0;0;0;0;0;40;1;1.025;2;0;1200;1.622;1;1;0;7115;0
17/03/2019;14700;14683;1111;112.4;0;0;0;0;0;0;0;0;50;1;1.085;3;0;750;1.014;0.81;1;0;7120;0
24/11/2018;25000;25000;1111;241.1;96;0;0;49;0;0;1;0;37;0;1.247;5;0;900;1.216;1.12;1.11;0;7120;0
08/02/2020;14200;14200;1111;114.5;0;0;0;20.8;24;0;0;0;53;1;1;2;0;774;1.046;0.72;0.97;0;7120;0
07/10/2017;12000;11700;1111;112.4;0;0;0;0;0;0;0;0;48;1;1.085;3;0;750;1.014;0.81;1;0;7120;0
13/12/2015;11000;11000;1111;82.4;0;0;0;0;0;0;0;0;58;0;1.008;2;0;788;1.065;0.81;1;0;7120;0
23/04/2017;19800;19779;1111;137.9;0;0;0;57.4;0;0;0;0;32;0.5;1.09;3;0;900;1.216;0.91;0.94;0;7120;0
20/09/2015;21000;20860;1111;203.1;0;0;0;59;0;0;1;0;35;1;1.155;3;0;900;1.216;1.01;1;0;7120;0
30/06/2018;24000;23613;1111;137.9;0;0;0;57.4;0;0;0;0;33;0.5;1.09;3;0;900;1.216;0.91;0.94;0;7120;0
30/07/2016;21500;21500;1111;241.1;96;0;0;49;0;0;1;0;35;0;1.247;5;0;900;1.216;1.12;1.11;0;7120;0
23/07/2015;13500;13464;1111;149.1;0;63;0;37.5;0;0;1;0;34;1;1.08;3;0;757;1.023;1.15;1.19;1;7120;0
28/08/2015;11000;10464;1111;112;0;0;0;0;0;0;0;0;38;1;1.054;4;0;750;1.014;0.96;1;0;7120;0
12/02/2017;22200;20440;1111;269;0;0;0;0;0;0;1;0;49;1;1.132;5;0;900;1.216;1.13;1;0;7120;0
29/08/2018;23000;23000;1111;171.5;0;34;0;38.7;0;0;1;0;37;1;1.453;4;0;948;1.281;1.06;1.07;0;7120;0
28/02/2018;13040;12603;1111;116.9;0;0;0;0;34.1;0;0;0;54;1;1.01;2;0;846;1.143;0.93;0.89;0;7120;0
15/03/2014;18500;18331;1111;241.1;96;0;0;49;0;0;1;0;33;0;1.247;5;0;900;1.216;1.12;1.11;0;7120;0
09/07/2015;14600;14437;1111;175;29.9;0;0;42.6;0;0;1;0;48;0;1.172;2;0;870;1.176;1.06;0.94;0;7120;0
14/12/2019;20000;19455;1111;174.3;60;52.2;0;0;0;0;0;1;79;1;1.03;2;0;785;1.061;0.74;0.78;0;7120;0
19/03/2014;11200;11191;1111;115.2;0;0;0;0;0;0;0;0;37;1;1;2;0;891;1.204;0.96;1;0;7120;0
01/01/2016;15000;14986;1111;223.6;0;0;0;30.2;0;0;1;0;60;0.5;1.055;4;0;758;1.024;1.02;0.96;0;7120;0
07/02/2014;14500;14331;1111;217.8;83;51.8;0;20.6;0;0;0;1;57;0;1.115;4;0;1121;1.515;0.78;0.84;0;7120;0
17/03/2018;8000;8000;1111;109.2;0;0;0;0;0;0;1;0;79;1;1.113;2;0;225;0.304;0.78;0.67;0;7120;0
21/12/2017;21000;20985;1111;120.5;0;0;0;41;0;0;0;0;51;1;1.111;2;0;748;1.011;1;0.89;0;7120;0
01/02/2020;21500;21500;1111;132.2;0;0;0;33.4;0;0;0;0;47;1;1.083;3;0;594;0.803;1.04;0.96;0;7120;0
16/03/2014;11200;11200;1111;116.9;0;0;0;0;34.1;0;0;0;50;1;1.01;2;0;846;1.143;0.93;0.89;0;7120;0
03/03/2019;18200;18017;1111;104;0;0;0;0;0;0;0;0;44;1;1.03;2;0;975;1.318;1.04;1;0;7120;0
03/03/2016;16800;16746;1111;209.9;63.9;0;0;48.8;0;0;1;0;38;1;1.105;4;0;975;1.318;0.97;0.89;1;7120;0
22/08/2019;10000;9888;1126;105;0;0;0;0;0;0;0;0;54;0;1;2;0;582;0.786;0.93;0.89;0;7120;0
27/09/2018;15500;15500;1111;92.6;0;0;0;0;0;0;0;0;51;1;1.109;2;0;427;0.577;1;0.78;0;7120;0
28/03/2018;12000;11977;1111;82.4;0;0;0;0;0;0;0;0;61;0;1.008;2;0;788;1.065;0.81;1;0;7120;0
25/09/2016;13900;13885;1111;120;0;0;0;0;0;0;0;0;35;1;1.063;2;0;1015;1.372;0.89;0.89;0;7120;0
12/04/2019;16500;16500;1111;115.2;0;0;0;0;0;0;0;0;42;1;1;2;0;891;1.204;0.96;1;0;7120;0
12/12/2018;17900;17565;1111;211.7;60.5;0;0;0;0;0;1;0;51;0;1.081;3;0;1094;1.478;0.94;1;0;7120;0
08/06/2018;12400;12400;1111;131.5;0;0;0;0;0;0;0;0;68;0;1.177;2;0;871;1.177;0.85;0.89;0;7120;0
12/01/2017;14290;13366;1121_1123;113.5;0;0;0;30.7;0;0;0;0;34;0;1;2;0;639;0.864;0.93;1.07;0;7120;0
21/09/2017;15694;14896;1121_1123;113.5;0;0;0;30.7;0;0;0;0;34;0;1;2;0;639;0.864;0.93;1.07;0;7120;0
24/08/2017;6200;6200;1111;59.7;0;20.4;0;0;0;0;1;0;79;0;1.17;2;0;442;0.597;0.78;0.89;0;7120;0
12/07/2017;10000;10000;1111;96.2;0;0;0;26;0;0;1;0;72;0.5;1.006;2;0;260;0.351;0.81;0.93;0;7120;0
22/04/2018;5500;5472;1126;98.8;0;0;0;0;0;0;0;0;52;0;1;2;0;514;0.695;1;1;1;7120;0
24/12/2015;23650;23650;1111;143.6;0;0;0;0;0;0;1;0;15;1;1.081;4;0;658;0.889;1;1;0;7120;0
22/11/2017;11681;12027;1111;174.3;60;52.2;0;0;0;0;0;1;79;1;1.03;2;0;785;1.061;0.74;0.78;0;7120;0
12/02/2017;17600;15840;1111;144.2;0;0;0;0;0;0;0;0;53;0.5;1.339;2;0;775;1.047;0.85;0.89;0;7120;0
02/04/2017;12000;11973;1111;152.6;0;0;0;26;0;0;0;0;50;1;1.101;3;0;781;1.055;1.04;1.05;0;7120;0
01/12/2019;9000;8939;1111;129.8;0;45.5;0;0;28.4;0;1;0;79;1;1.13;2;0;816;1.103;0.74;1.11;0;7120;0
12/03/2014;13250;13201;1111;173.7;0;0;0;0;25.1;0;1;0;64;0;1.073;2;0;872;1.178;1.15;1;0;7120;0
06/03/2016;13500;13454;1111;136.4;0;0;0;28;0;0;1;0;79;0.5;1.099;2;0;462;0.624;0.93;0.96;0;7120;0
20/04/2019;15200;15083;1111;149.2;0;0;0;82;0;0;0;0;62;0;1.212;2;0;1092;1.476;0.78;0.89;0;7120;0
02/06/2017;15000;15000;1111;133.2;0;42.4;0;0;0;0;1;0;28;1;1.17;2;0;443;0.599;1;1;0;7120;0
30/06/2018;35000;34462;1111;167.2;0;81.1;0;39.9;87.6;0;1;0;79;1;1.245;2;0;950;1.284;0.89;0.96;0;7120;0
07/12/2016;10000;10000;1126;100;0;0;0;0;0;0;0;0;79;1;1;2;0;118;0.159;0.93;1;0;7120;0
22/11/2019;16900;16870;1111;134.4;50.3;37.1;0;0;0;0;0;1;79;0;1.031;2;0;212;0.286;0.64;0.67;0;7120;0
17/06/2018;33000;32944;1111;342.3;140.9;60.5;0;0;0;0;0;1;67;0;1.297;7;0;1225;1.655;0.83;0.67;0;7120;0
11/08/2018;5900;5900;1111;55.3;0;22.3;0;0;65.2;0;1;0;79;1;1.197;2;0;183;0.247;0.74;0.81;0;7120;0
22/04/2018;10000;9949;1126;95.7;0;0;0;0;0;0;0;0;52;0;1;2;0;498;0.673;1;1;1;7120;0
07/12/2016;12500;12500;1126;90;0;0;0;0;0;0;0;0;79;1;1;2;0;107;0.145;0.93;1;0;7120;0
02/06/2018;13900;13900;1111;134.4;50.3;37.1;0;0;0;0;0;1;79;0;1.031;2;0;212;0.286;0.64;0.67;0;7120;0
22/08/2018;34200;34070;1111;120.8;0;0;0;36.3;58.5;0;0;0;46;0;1.194;2;0;768;1.038;0.83;0.94;0;7130;0
07/11/2019;15000;15000;1111;68.9;33;0;0;0;0;0;1;0;79;1;1.068;2;0;244.7;0.331;0.91;1.06;0;7130;0
26/06/2019;35000;34855;1111;116;0;0;0;40;0;0;0;0;35;1;1.072;2;0;690;0.932;0.93;0.93;0;7130;0
09/03/2019;16500;16477;1126;99.5;0;0;0;0;8.6;0;0;0;61;0;1;2;0;392;0.53;0.76;0.94;0;7130;0
16/07/2017;23000;23000;1111;126.7;0;0;0;0;0;0;0;0;35;1;1.257;2;0;720;0.973;1.04;1;0;7130;0
07/11/2018;28000;27691;1111;222.6;0;0;0;0;0;1;1;0;79;1;1.011;2;0;672;0.908;1;1;0;7130;0
05/08/2017;25800;25764;1111;122.6;0;0;0;25.1;0;0;0;0;44;1;1.17;2;0;750;1.014;0.78;1;0;7130;0
21/05/2014;19500;19500;1111;202.6;116.6;0;0;31.5;0;0;1;0;42;0;1;3;0;518;0.7;1;1;1;7130;0
11/05/2019;36000;35159;1121_1123;92.7;0;0;0;31.4;0;0;0;0;4;1;1;2;0;435.9;0.589;1;1;0;7130;0
01/04/2016;15500;15500;1111;92;0;0;0;0;0;0;0;0;52;1;1;2;0;309;0.418;1;1;0;7130;0
27/10/2017;28200;28155;1122_1125;100;0;0;0;0;0;0;0;0;27;1;1;2;0;454;0.614;0.96;1;0;7130;0
23/04/2015;16000;15993;1111;131.6;0;0;0;19.8;5;0;0;0;66;0;1.64;2;0;562;0.759;0.83;1;0;7130;0
13/09/2016;14300;14280;1111;123.9;0;51.7;0;37.8;0;0;1;0;79;0;1;2;0;300;0.405;0.83;0.89;0;7130;0
12/11/2015;18500;18487;1111;122.6;0;0;0;0;0;0;0;0;42;1;1;2;0;750;1.014;0.85;1;0;7130;0
13/03/2016;12600;13565;1126;88.7;0;0;0;0;0;0;0;0;48;0;1;2;0;139;0.188;1;1;0;7130;0
12/10/2016;12500;12491;1126;99.5;0;0;0;0;8.6;0;0;0;58;0;1;2;0;392;0.53;0.76;0.94;1;7130;0
12/07/2015;16000;15900;1111;116.3;0;0;0;59.6;56.7;0;0;0;46;0;1.097;2;0;750;1.014;0.88;0.94;1;7130;0
21/05/2016;30000;29706;1111;134.7;0;0;0;76.3;0;0;0;0;50;0;1.19;3;0;750;1.014;0.83;0.94;0;7130;0
11/03/2016;9000;9000;1126;118.2;0;0;0;0;0;0;0;0;64;1;1;2;0;343;0.464;1;1;0;7130;0
13/04/2017;26000;25848;1111;154.2;77.1;0;0;34.6;0;0;1;0;75;0.5;1.042;3;0;525;0.709;0.94;1.08;0;7130;0
23/02/2018;44500;44010;1111;124.8;0;0;0;28.8;82.3;0;0;0;15;1;1;2;0;1097;1.482;1;1;0;7130;0
24/05/2014;29000;28946;1111;228.5;122;0;0;30.3;14.8;0;1;0;38;0;1.133;5;0;750;1.014;0.97;0.94;0;7130;0
17/04/2019;25000;24752;1111;138.3;0;20.4;0;0;0;0;1;0;68;0;1.358;3;0;400;0.541;0.98;0.89;0;7130;0
18/04/2019;18000;17993;1111;95.9;22.7;0;0;0;24.6;0;1;0;54;0.5;1.27;3;0;276;0.373;1;1;0;7130;0
01/11/2018;9300;9292;1126;89.3;89.3;0;0;0;0;0;0;0;50;0;1;2;0;129;0.174;1;1;0;7130;0
22/04/2016;3200;3200;1126;89.3;89.3;0;0;0;0;0;0;0;48;0;1;2;0;129;0.174;1;1;1;7130;0
26/07/2017;29864;28576;1111;134.7;0;0;0;37.8;0;0;0;0;44;0;1.06;3;0;745;1.007;1;1;0;7130;0
22/03/2019;30500;29693;1111;138.4;0;0;0;0;29;0;0;0;45;0;1.079;3;0;750;1.014;1.04;0.94;0;7130;0
08/05/2019;5925;5875;1126;69.3;0;0;0;0;0;0;0;0;59;0;1;2;0;237;0.32;1;1;0;7130;0
23/03/2019;17500;17480;1126;89.4;0;0;0;0;0;0;0;0;59;0;1;2;0;338;0.457;1;1;0;7130;0
31/05/2015;32500;32252;1121_1123;92.4;0;0;0;31.2;0;0;0;0;10;1;1;2;0;392;0.53;1;1;0;7130;0
17/04/2019;33000;32253;1122_1125;111.2;0;0;0;19.7;6.9;0;0;0;16;1;1;3;0;421;0.569;1;1;0;7130;0
