utgdag;kaupverd;nuvirdi;ist120;ibm2;ib2m2;ib3m2;rism2;bilskurm2;geymm2;svalm2;haednr;fjibmhl;top_floor;two_storey;storeys_3;lyftuhus;age_studull;bath_fixtures;fjbilsk;lodpflm;innig_factor;nybygging;fjarmalastofnunselur;hverfi;gata
29/03/2014;15700;15580;1200;99.7;0;0;0;0;0;6.4;2;10;0;0;0;0;9;2;0;227;1;0;1;2010;0
10/05/2015;19000;18866;1200;99.7;0;0;0;0;0;0;1;10;0;0;0;0;9;3;0;172;1;0;0;2010;0
14/05/2015;11900;11883;1200;67.8;0;0;0;0;6;5.9;1;5;0;0;0;0;31;2;0;168;0.85;0;1;2010;0
12/06/2015;19200;19190;1200;99.7;0;0;0;0;0;6.4;2;10;0;0;0;0;10;2;0;227;1;0;0;2010;0
04/10/2015;20500;20469;1200;99.7;0;0;0;0;0;0;1;10;0;0;0;0;10;2;0;211;1;0;0;2010;0
06/04/2016;14400;14400;1200;91.4;0;0;0;0;4.9;4.8;2;5;0;1;0;0;46;3;0;167.6;1;0;1;2010;0
29/04/2016;21500;21399;1200;99.7;0;0;0;0;0;6.4;2;10;0;0;0;0;11;2;0;216;1;0;0;2010;0
28/05/2016;17300;17286;1200;97.8;0;0;0;0;8.5;0;1;5;0;0;0;0;46;3;0;203.7;1;0;0;2010;0
11/08/2016;18500;18444;1200;76.1;0;0;0;0;0;5.6;2;10;0;0;0;0;11;2;0;168;1;0;0;2010;0
14/09/2016;14000;13993;1200;67.8;0;0;0;0;6;5.9;1;5;0;0;0;0;32;2;0;168;0.85;0;0;2010;0
30/09/2016;19800;19754;1200;145.9;0;0;0;55.7;1.9;6.5;2;5;0;1;0;0;46;2;0;335.9;1;0;1;2010;0
13/08/2017;23400;23386;1200;76.1;0;0;0;0;0;5.6;2;10;0;0;0;0;12;2;0;176;1;0;0;2010;0
07/10/2017;22200;22193;1200;66.7;0;0;0;0;0;0;1;10;0;0;0;0;12;2;0;143;1;0;0;2010;0
22/10/2017;29000;28981;1200;99.7;0;0;0;0;0;6.4;2;10;0;0;0;0;12;2;0;227;1;0;0;2010;0
15/12/2017;30000;29948;1200;99.7;0;0;0;0;0;0;1;10;0;0;0;0;12;2;0;211;1;0;0;2010;0
15/03/2018;19000;18984;1200;67.8;0;0;0;0;4.2;5.9;2;5;0;0;0;0;34;2;0;164;0.85;0;0;2010;0
31/05/2018;26500;26449;1200;78;0;0;0;0;0;5.6;3;10;0;0;0;0;12;3;0;138;1;0;0;2010;0
08/06/2018;27600;27598;1200;78;0;0;0;0;0;5.6;3;10;0;0;0;0;13;2;0;176;1;0;0;2010;0
05/07/2018;21500;21493;1200;83.7;0;0;0;0;0;0;1;5;0;0;0;0;48;2;0;168.1;1;0;0;2010;0
05/08/2018;32000;31948;1200;99.7;0;0;0;0;0;0;1;10;0;0;0;0;12;3;0;172;1;0;0;2010;0
21/07/2018;17800;17558;1200;66.7;0;0;0;0;0;0;1;10;0;0;0;0;13;2;0;150;1;0;0;2010;0
17/11/2018;27000;26914;1200;76.1;0;0;0;0;0;5.6;2;10;0;0;0;0;12;3;0;138;1;0;0;2010;0
12/01/2019;26000;25986;1200;78;0;0;0;0;0;5.6;3;10;0;0;0;0;14;2;0;168;1;0;0;2010;0
17/02/2019;21500;21483;1200;67.8;0;0;0;0;6;5.9;1;5;0;0;0;0;35;2;0;168;0.85;0;0;2010;0
01/08/2019;19500;19463;1200;66.7;0;0;0;0;0;0;1;10;0;0;0;0;14;2;0;150;1;0;0;2010;0
12/09/2019;28500;28489;1200;99.7;0;0;0;0;0;0;1;10;0;0;0;0;14;2;0;221;1;0;0;2010;0
14/09/2019;24000;23998;1200;78;0;0;0;0;0;5.6;3;10;0;0;0;0;13;3;0;138;1;0;0;2010;0
27/09/2019;28000;27781;1200;99.7;0;0;0;0;0;6.4;2;10;0;0;0;0;13;3;0;177;1;0;0;2010;0
10/10/2019;23900;23900;1200;76.1;0;0;0;0;0;5.6;2;10;0;0;0;0;14;2;0;176;1;0;0;2010;0
26/10/2019;20900;20887;1200;66.7;0;0;0;0;0;0;1;10;0;0;0;0;13;3;0;117;1;0;0;2010;0
30/11/2019;29000;28831;1200;99.7;0;0;0;0;0;0;1;10;0;0;0;0;14;2;0;221;1;0;0;2010;0
13/12/2019;35500;35455;1200;145.9;0;0;0;55.7;1.9;6.5;2;5;0;1;0;0;49;2;0;335.9;1;0;0;2010;0
17/01/2020;31500;31487;1200;75.6;0;0;0;0;0;7.6;2;6;0;0;0;0;1;2;0;208;1;1;0;2010;0
30/01/2020;38500;38476;1200;99.9;0;0;0;0;0;7.6;2;6;0;0;0;0;1;2;0;271.6;1;0;0;2010;0
06/02/2020;16900;16873;1200;67.8;0;0;0;0;6;5.9;1;5;0;0;0;0;36;2;0;168;0.85;0;1;2010;0
08/02/2020;34500;34491;1200;85.7;0;0;0;0;0;0;1;6;0;0;0;0;1;2;0;222.2;1;0;0;2010;0
01/03/2020;21500;21482;1200;58.3;0;0;0;0;4.9;0;1;5;0;0;0;0;50;2;0;98.7;1;0;0;2010;0
17/04/2014;7800;7800;1200;70.2;0;0;0;0;0;0;1;4;0;0;0;0;33;2;0;278;1;0;0;2030;0
29/04/2015;9700;8951;1200;70.2;0;0;0;0;0;0;1;4;0;0;0;0;34;2;0;278;1;0;0;2030;0
16/10/2015;14200;14113;1200;90.6;0;0;0;0;7.5;0;1;4;0;0;0;0;14;2;0;297;1;0;0;2030;0
14/01/2016;17000;16957;1200;109.6;0;0;0;0;6.8;6.2;2;4;0;0;0;0;15;2;0;363;1;0;0;2030;0
14/01/2016;14200;14200;1200;87.2;0;0;0;0;0;0;1;4;0;0;0;0;32;2;0;282;0.89;0;0;2030;0
11/03/2016;11500;11500;1223;76.1;0;0;0;0;0;0;2;4;0;0;0;0;26;2;0;221;1;0;0;2030;0
17/04/2016;13000;13000;1200;106.3;0;0;0;0;0;6.9;2;4;0;1;0;0;32;2;0;337;0.98;0;1;2030;0
21/05/2016;13600;13437;1200;108.4;0;0;0;0;0;7.6;2;4;0;1;0;0;35;2;0;410;1.19;0;1;2030;0
06/10/2016;16800;16771;1200;91.5;0;0;0;0;0;8.2;2;4;0;0;0;0;24;2;0;328;1;0;0;2030;0
13/10/2016;15800;15800;1200;106.3;0;0;0;0;0;6.9;2;4;0;1;0;0;32;2;0;337;0.98;0;0;2030;0
18/02/2017;19764;20143;1200;108.4;0;0;0;0;0;7.6;2;4;0;1;0;0;36;2;0;410;0.98;0;0;2030;0
26/03/2017;18100;18060;1200;97.1;0;0;0;0;0;0;1;3;0;0;0;0;57;2;0;4653.2;1;0;0;2030;0
05/11/2017;21000;20993;1200;87.2;0;0;0;0;0;0;1;4;0;0;0;0;33;2;0;282;0.89;0;0;2030;0
09/12/2017;26000;25993;1200;108.4;0;0;0;0;0;7.6;2;4;0;1;0;0;36;2;0;410;0.98;0;0;2030;0
02/03/2019;25000;25000;1200;106.3;0;0;0;0;0;6;2;4;0;0;0;0;35;2;0;337;1;0;0;2030;0
08/05/2019;29000;28958;1200;109.6;0;0;0;0;6.8;6.2;2;4;0;0;0;0;18;2;0;363;1;0;0;2030;0
27/06/2019;25000;24975;1200;106.3;0;0;0;0;0;6.9;2;4;0;1;0;0;35;2;0;337;0.98;0;0;2030;0
13/12/2019;21900;21889;1200;70.2;0;0;0;0;0;0;1;4;0;0;0;0;38;2;0;278;1;0;0;2030;0
25/01/2014;21223;21223;1200;82.7;0;0;0;0;7.4;8;4;25;1;0;0;1;6;2;0;162;1;1;0;2040;0
19/01/2014;17000;17000;1200;85.7;0;0;0;0;0;6.2;2;22;0;0;0;1;20;2;0;90;1;0;0;2040;0
30/01/2014;16500;16500;1200;76.5;0;0;0;30.5;0;9.9;2;16;0;0;0;0;7;2;0;263;1;0;0;2040;0
26/01/2014;21615;21615;1200;81.1;0;0;0;0;9.9;8;3;25;0;0;0;1;6;2;0;165;1;1;0;2040;0
14/02/2014;18100;18100;1200;100.5;0;0;0;0;0;8.8;2;10;0;0;0;0;8;2;0;249;1;0;1;2040;0
13/02/2014;19010;17938;1200;76.5;0;0;0;0;0;7.1;2;10;0;0;0;0;8;2;0;209.3;1;0;0;2040;0
05/02/2014;7000;6930;1200;54.1;0;0;0;0;0;13.8;2;8;0;0;0;0;36;2;0;125;1;0;0;2040;0
12/02/2014;10500;10311;1200;81.8;0;0;0;0;0;12;2;16;0;0;0;0;44;3;0;173;1.04;0;1;2040;0
19/01/2014;22850;21515;1200;100.5;0;0;0;0;0;8.9;3;24;0;0;0;0;8;2;0;218;1;0;0;2040;0
02/02/2014;16836;16632;1200;67.4;0;0;0;0;5.8;8;3;25;0;0;0;1;6;2;0;139;1;1;0;2040;0
12/02/2014;19082;17976;1200;90;0;0;0;0;0;0;1;24;0;0;0;0;8;2;0;183;1;0;0;2040;0
07/03/2014;7800;7800;1200;73.4;0;0;0;0;0;6.6;2;8;0;0;0;0;34;2;0;134;1;0;0;2040;0
20/03/2014;20500;20500;1200;91.6;0;0;0;0;6.7;7.2;2;16;0;0;0;0;5;2;0;182;1;0;0;2040;0
22/03/2014;18500;18500;1200;91.4;0;0;0;0;0;9;1;4;0;0;0;0;6;3;0;278;1;0;0;2040;0
07/03/2014;13700;12689;1200;92;0;0;0;0;0;0;1;16;0;0;0;0;44;2;0;218;1;0;0;2040;0
11/04/2014;18000;16438;1200;104;0;0;0;0;0;11.2;2;4;0;0;0;0;19;2;0;314;1.15;0;1;2040;0
08/05/2014;17157;17557;1200;70;0;0;0;0;0;7.1;2;12;0;0;0;0;6;2;0;196;1;0;0;2040;0
14/05/2014;20608;20608;1200;81.1;0;0;0;0;8.5;8;1;25;0;0;0;1;6;2;0;164;1;1;0;2040;0
11/05/2014;16500;16489;1200;100.5;0;0;0;0;0;8.8;2;10;0;0;0;0;9;2;0;249;1;0;0;2040;0
04/05/2014;8500;8500;1200;71.5;0;0;0;0;0;10.3;2;6;0;0;0;0;29;2;0;122;0.89;0;0;2040;0
30/05/2014;21000;21000;1200;82.7;0;0;0;0;7.3;8;1;25;0;0;0;1;6;2;0;161;1;1;0;2040;0
06/06/2014;14400;14176;1200;81.8;0;0;0;0;0;6.2;2;22;0;0;0;1;20;2;0;86;1;0;0;2040;0
02/06/2014;19500;18669;1200;113.3;0;0;0;0;0;10.5;2;4;0;0;0;0;8;2;0;415;1;0;0;2040;0
05/06/2014;18900;18804;1200;115.6;0;0;0;0;0;0;1;10;0;0;0;0;8;2;0;324;1;0;1;2040;0
07/06/2014;19000;19000;1200;113;0;0;0;0;0;11.4;2;8;0;0;0;0;8;2;0;320;1;0;1;2040;0
25/06/2014;17800;18381;1200;76.5;0;0;0;0;0;9.9;2;12;0;0;0;0;6;2;0;210;1;0;0;2040;0
12/06/2014;20000;19979;1200;120.6;0;0;0;0;0;7.1;2;10;0;0;0;0;8;2;0;406.6;1;0;1;2040;0
28/06/2014;20700;20700;1200;81.1;0;0;0;0;8.9;8;2;25;0;0;0;1;6;2;0;164;1;0;0;2040;0
05/07/2014;13000;12993;1200;69.2;0;0;0;0;0;6.2;2;22;0;0;0;1;20;2;0;74;1;0;1;2040;0
25/07/2014;19269;20456;1200;89.5;0;0;0;0;6.6;17.2;2;16;0;0;0;0;7;2;0;218.6;1;0;0;2040;0
19/07/2014;20200;20172;1200;122.8;0;0;0;0;6.7;11.8;1;16;0;1;0;0;7;3;0;284;1;0;1;2040;0
10/07/2014;14000;13954;1200;76.5;0;0;0;0;0;9.9;2;16;0;0;0;0;7;2;0;194;1;0;1;2040;0
03/08/2014;17250;17225;1200;67.4;0;0;0;0;7.8;8;4;25;1;0;0;1;6;2;0;141;1;0;0;2040;0
27/07/2014;19000;19000;1200;113;0;0;0;0;0;4.4;1;8;0;0;0;0;8;2;0;310;1;0;1;2040;0
16/08/2014;21328;20123;1200;91.4;0;0;0;0;0;9;1;4;0;0;0;0;8;2;0;332;1;0;0;2040;0
16/08/2014;20884;20884;1200;109.8;0;0;0;0;7.1;8;2;14;0;0;0;0;8;2;0;260;1;0;0;2040;0
10/08/2014;12800;12792;1200;62;0;0;0;0;0;0;1;20;0;0;0;0;7;2;0;137;1;0;1;2040;0
18/08/2014;23480;23480;1200;110.1;0;0;0;0;7.3;6.2;2;16;0;0;0;0;5;2;0;219;1;0;0;2040;0
22/08/2014;7300;6512;1200;44.8;0;0;0;0;5.8;7;1;24;0;0;0;0;34;2;0;107;1;0;0;2040;0
29/08/2014;13900;13900;1200;78.5;0;0;0;0;5.2;7;2;24;0;0;0;0;34;2;0;175;1;0;0;2040;0
31/08/2014;11200;11200;1200;78;0;0;0;0;0;7.7;1;6;0;0;0;0;29;2;0;136;1.04;0;0;2040;0
30/08/2014;21400;19953;1200;100.5;0;0;0;0;0;8.8;2;10;0;0;0;0;7;2;0;249;1;0;0;2040;0
18/08/2014;21000;20986;1200;91.6;0;0;0;0;6.3;7.2;2;11;0;0;0;0;6;2;0;303;1;0;0;2040;0
14/05/2014;20000;20000;1200;82.7;0;0;0;0;7.3;8;1;25;0;0;0;1;6;2;0;161;1;0;0;2040;0
30/08/2014;24470;23086;1200;113.3;0;0;0;0;0;10.5;1;4;0;0;0;0;6;3;0;347;1;0;0;2040;0
03/09/2014;13000;13000;1200;73.8;0;0;0;0;0;0;1;3;0;0;0;0;60;2;0;213;0.89;0;0;2040;0
30/08/2014;22500;22172;1200;113.3;0;0;0;0;0;10.5;1;4;0;0;0;0;6;3;0;347;1;0;0;2040;0
03/09/2014;20081;19487;1200;89;0;0;0;0;0;0;1;24;0;0;0;0;8;2;0;184;1;0;0;2040;0
18/08/2014;23740;23471;1200;110.1;0;0;0;0;8.4;6.2;2;11;0;0;0;0;6;2;0;372;1;0;0;2040;0
21/09/2014;13700;13696;1200;108;0;0;0;0;0;0;1;8;0;0;0;0;57;2;0;302;1;0;0;2040;0
28/09/2014;13400;13400;1200;69.2;0;0;0;0;0;6.2;3;22;1;0;0;1;20;2;0;74;1;0;0;2040;0
05/10/2014;12500;12405;1200;69.2;0;0;0;0;0;0;1;22;0;0;0;1;20;2;0;74;1;0;0;2040;0
12/09/2014;17600;17474;1200;88.7;0;0;0;0;6.7;17.9;2;16;0;0;0;0;7;2;0;218.7;1;0;0;2040;0
18/09/2014;20000;20000;1200;120.6;0;0;0;0;0;7.1;2;10;0;0;0;0;8;2;0;403.7;1;0;0;2040;0
29/10/2014;16500;16494;1200;106.1;0;0;0;0;0;8.8;2;10;0;0;0;0;7;2;0;255;1;0;1;2040;0
28/09/2014;13900;13900;1200;70;0;0;0;0;0;0;1;12;0;0;0;0;6;2;0;188;1;0;1;2040;0
25/10/2014;18300;18291;1200;100;0;0;0;0;0;0;1;24;0;0;0;0;8;2;0;196;1;0;1;2040;0
01/11/2014;17657;17657;1200;67.4;0;0;0;0;6.1;8;2;25;0;0;0;1;6;2;0;139;1;0;0;2040;0
15/11/2014;21000;19236;1200;89.5;0;0;0;0;6.7;17.2;2;16;0;0;0;0;7;2;0;218.7;1;0;0;2040;0
27/11/2014;15500;15375;1200;109;0;0;0;0;0;0;1;4;0;0;0;0;57;2;0;355;0.74;0;0;2040;0
11/12/2014;19500;19500;1200;100.5;0;0;0;0;0;8.8;1;10;0;0;0;0;8;2;0;249;1;0;0;2040;0
11/12/2014;21000;21000;1200;91.6;0;0;0;0;5.7;0;1;11;0;0;0;0;6;2;0;294;1;0;0;2040;0
20/12/2014;23400;23398;1200;110.1;0;0;0;0;7.3;6.2;2;11;0;0;0;0;6;2;0;369;1;0;0;2040;0
07/01/2015;24699;23982;1200;89.8;0;0;0;31.4;0;7.1;2;12;0;0;0;0;7;2;0;334;1;0;0;2040;0
03/12/2014;20102;19540;1200;81.1;0;0;0;0;6.3;8;4;25;1;0;0;1;6;2;0;155;1;0;0;2040;0
21/01/2015;10089;9018;1200;58.4;0;0;0;0;0;8;1;10;0;0;0;0;30;2;0;132;1;0;0;2040;0
20/12/2014;15800;15778;1200;125;0;0;0;0;0;2.5;2;8;0;0;0;0;57;2;0;351;1;0;1;2040;0
15/02/2015;18500;18500;1200;91.2;0;0;0;0;0;8.8;1;10;0;0;0;0;10;2;0;225;1;0;0;2040;0
04/01/2015;20700;20529;1200;82.7;0;0;0;0;7.3;8;3;25;0;0;0;1;7;2;0;156;1;0;0;2040;0
15/02/2015;9500;9500;1200;108;0;0;0;0;0;2.5;2;4;0;0;0;0;58;2;0;353;0.74;0;1;2040;0
22/02/2015;21500;21416;1200;82.7;0;0;0;0;7.4;8;2;25;0;0;0;1;7;2;0;162;1;0;0;2040;0
12/02/2015;15500;15460;1200;89;0;0;0;0;0;8.9;3;24;0;0;0;0;9;2;0;193;1;0;1;2040;0
22/02/2015;17100;16940;1200;67.5;0;0;0;0;5.6;8;4;25;1;0;0;1;7;2;0;133;1;0;0;2040;0
22/02/2015;20102;20102;1200;81.1;0;0;0;0;6.3;8;3;25;0;0;0;1;7;2;0;156;1;0;0;2040;0
07/02/2015;13700;13700;1200;69.2;0;0;0;0;0;0;1;22;0;0;0;1;21;2;0;74;1;0;0;2040;0
19/02/2015;10000;9939;1200;58.1;0;0;0;0;0;18.5;2;6;0;0;0;0;30;2;0;105;1;0;1;2040;0
14/02/2015;23400;23400;1200;104;0;0;0;28.5;7.4;6.2;2;16;0;0;0;0;8;2;0;307.1;1;0;1;2040;0
06/03/2015;26250;24928;1200;120.6;0;0;0;31.4;0;7.1;2;10;0;0;0;0;9;2;0;404.9;1;0;0;2040;0
07/03/2015;10500;10500;1200;70.6;0;0;0;0;0;10.2;2;6;0;0;0;0;30;2;0;120;1;0;1;2040;0
19/03/2015;17600;17589;1200;76.5;0;0;0;0;0;9.9;2;12;0;0;0;0;7;2;0;217;1;0;0;2040;0
20/03/2015;20854;18486;1200;90;0;0;0;0;0;7.8;2;4;0;0;0;0;10;2;0;300;1;0;0;2040;0
18/03/2015;26000;25243;1200;120.6;0;0;0;61.9;0;7.1;2;12;0;0;0;0;7;2;0;506.1;1;1;0;2040;0
15/03/2015;11400;11400;1200;94.4;0;94.4;20.2;0;0;0;3;3;0;0;0;0;55;2;0;179;1;0;1;2040;0
25/03/2015;22500;22500;1200;90.7;0;0;0;30.5;6.7;0;1;16;0;0;0;0;8;2;0;245.1;1;0;0;2040;0
26/03/2015;20365;19690;1200;91.4;0;0;0;0;0;9;2;4;0;0;0;0;7;2;0;278;1;0;0;2040;0
18/03/2015;9000;8986;1200;73.4;0;0;0;0;0;6.6;3;8;0;0;0;0;35;2;0;134;1;0;1;2040;0
27/03/2015;8000;7201;1200;58.4;0;0;0;0;0;6;2;10;0;0;0;0;30;2;0;130;1;0;0;2040;0
06/03/2015;11700;10574;1200;64.4;0;0;0;0;0;4.5;1;8;0;0;0;0;36;2;0;134;1.04;0;0;2040;0
21/03/2015;20400;19655;1200;90;0;0;0;0;0;8.9;3;24;0;0;0;0;9;2;0;181;1;0;0;2040;0
26/03/2015;22662;22635;1200;82.7;0;0;0;0;8.3;8;2;25;0;0;0;1;7;2;0;157;1;0;0;2040;0
18/04/2015;17483;17465;1200;67.5;0;0;0;0;6.3;8;3;25;0;0;0;1;7;2;0;133;1;0;0;2040;0
18/04/2015;16900;16900;1200;76.5;0;0;0;0;0;9.9;2;12;0;0;0;0;7;2;0;223.6;1;0;0;2040;0
02/04/2015;20500;20477;1200;106.1;0;0;0;0;0;9.1;1;4;0;0;0;0;10;2;0;356;1;0;0;2040;0
26/04/2015;19650;17882;1200;91.2;0;0;0;0;0;8.8;2;10;0;0;0;0;10;2;0;225;1;0;0;2040;0
07/05/2015;17483;17483;1200;67.5;0;0;0;0;6.3;8;2;25;0;0;0;1;7;2;0;135;1;0;0;2040;0
07/05/2015;17317;17169;1200;67.5;0;0;0;0;5.6;8;2;25;0;0;0;1;7;2;0;133;1;0;0;2040;0
02/05/2015;15700;15700;1200;109.2;0;0;0;0;0;0;1;8;0;0;0;0;58;2;0;307;1;0;0;2040;0
30/04/2015;21900;21561;1200;106.1;0;0;0;0;0;8.8;1;10;0;0;0;0;9;2;0;255;1;0;0;2040;0
02/05/2015;9400;9386;1200;65.9;0;0;0;0;0;6.2;3;8;0;0;0;0;38;2;0;149;1;0;1;2040;0
26/04/2015;20419;20427;1200;76.8;0;0;0;30.5;0;9.9;2;20;0;0;0;0;8;2;0;255;1;0;0;2040;0
06/06/2015;15335;15335;1200;92;0;0;0;0;0;0;1;16;0;0;0;0;45;2;0;192;1;0;0;2040;0
12/06/2015;17800;17800;1200;105;0;0;0;0;0;10;1;4;0;0;0;0;21;2;0;306;1.11;0;0;2040;0
12/06/2015;21625;21625;1200;91.6;0;0;0;24.1;7;7.2;3;16;0;0;0;0;6;2;0;231;1;0;0;2040;0
13/06/2015;12500;12410;1200;78.7;0;0;0;0;0;7.7;1;6;0;0;0;0;30;2;0;133;1;0;0;2040;0
13/06/2015;21770;21770;1200;81.1;0;0;0;0;7.6;8;2;25;0;0;0;1;7;2;0;157;1;0;0;2040;0
17/06/2015;21832;21832;1200;81.7;0;0;0;0;8.7;8;1;25;0;0;0;1;7;2;0;159;1;0;0;2040;0
13/06/2015;15400;15340;1200;67.5;0;0;0;0;6.3;8;4;25;1;0;0;1;7;2;0;133;1;0;0;2040;0
13/06/2015;13203;13203;1200;81.3;0;0;0;0;0;12;3;16;0;0;0;0;45;2;0;195;1.11;0;0;2040;0
28/06/2015;14900;14900;1200;76;0;0;0;0;0;7.1;2;20;0;0;0;0;8;2;0;175;1;0;1;2040;0
08/07/2015;21100;21100;1200;113;0;0;0;0;0;4.4;1;8;0;0;0;0;9;2;0;310;1;0;1;2040;0
10/07/2015;11974;11276;1200;54.1;0;0;0;0;0;8;1;10;0;0;0;0;30;2;0;123;1;0;0;2040;0
23/07/2015;24677;23293;1200;91.2;0;0;0;0;0;8.8;1;10;0;0;0;0;8;2;0;225;1;0;0;2040;0
19/07/2015;21840;20043;1200;96.3;0;0;0;0;18.2;6.8;1;6;0;0;0;0;26;2;0;144;0.98;0;0;2040;0
01/08/2015;25760;22882;1200;123.4;0;0;0;0;0;11.4;2;6;0;0;0;0;9;2;0;436;1;0;0;2040;0
13/08/2015;17400;17400;1200;100.5;0;0;0;0;0;8.9;2;24;0;0;0;0;9;2;0;218;1;0;1;2040;0
16/08/2015;12400;11500;1200;73.4;0;0;0;0;0;6.6;2;8;0;0;0;0;35;2;0;134;1;0;0;2040;0
02/09/2015;7200;7158;1200;54;0;0;0;0;0;13.8;2;8;0;0;0;0;35;2;0;102;1;0;0;2040;0
23/08/2015;6500;6463;1200;46.8;0;0;0;0;0;4.5;3;8;0;0;0;0;37;2;0;101;1;0;1;2040;0
29/08/2015;12300;12292;1200;71.8;0;0;0;0;0;10.3;1;6;0;0;0;0;30;2;0;126;1.07;0;0;2040;0
23/08/2015;12000;11929;1200;81.3;0;0;0;0;0;0;1;16;0;0;0;0;45;2;0;195;1;0;0;2040;0
16/09/2015;19500;19500;1200;106.1;0;0;0;0;0;8.8;1;10;0;0;0;0;8;2;0;255;1;0;1;2040;0
27/09/2015;18500;18486;1200;67.5;0;0;0;0;6.3;8;2;25;0;0;0;1;7;2;0;135;1;0;0;2040;0
20/09/2015;9500;9500;1200;64.4;0;0;0;0;0;4.5;2;8;0;0;0;0;38;2;0;134;1;0;1;2040;0
20/09/2015;15000;14970;1200;129.1;0;0;0;0;0;5.3;1;3;0;0;0;0;53;2;0;160;1;0;1;2040;0
20/09/2015;22000;22000;1200;110.1;0;0;0;25.7;8.5;6.2;3;16;0;0;0;0;6;2;0;271;1;0;0;2040;0
11/10/2015;21000;20979;1200;113.3;0;0;0;0;0;10.5;2;4;0;0;0;0;9;2;0;415;1;0;0;2040;0
15/10/2015;14000;13871;1200;79.8;0;0;0;0;0;4.5;3;8;0;0;0;0;37;2;0;163;1;0;0;2040;0
24/10/2015;21956;20698;1200;85.6;0;0;0;0;0;0;1;12;0;0;0;0;7;2;0;239.4;1;0;0;2040;0
25/10/2015;17500;17500;1200;104;0;0;0;0;0;11.2;2;4;0;0;0;0;20;2;0;314;1.15;0;0;2040;0
11/10/2015;18500;18500;1200;100.5;0;0;0;0;0;8.8;2;10;0;0;0;0;8;2;0;249;1;0;1;2040;0
07/11/2015;22200;22200;1200;100.5;0;0;0;0;0;8.8;1;10;0;0;0;0;8;2;0;249;1;0;0;2040;0
01/11/2015;12369;12085;1200;81.3;0;0;0;0;0;12;2;16;0;0;0;0;45;2;0;172;1;0;0;2040;0
10/11/2015;26900;24210;1200;123.4;0;0;0;0;0;4.4;1;8;0;0;0;0;9;2;0;427;1;0;0;2040;0
15/08/2015;8000;8000;1200;54.1;0;0;0;0;0;13.8;2;8;0;0;0;0;37;2;0;125;1;0;0;2040;0
28/10/2015;15600;15600;1200;79.8;0;0;0;0;0;4.5;3;8;0;0;0;0;36;2;0;163;1.04;0;0;2040;0
07/11/2015;23000;23000;1200;123.4;0;0;0;0;0;11.4;2;8;0;0;0;0;9;2;0;437;1;0;1;2040;0
14/11/2015;16900;16500;1200;96.3;0;0;0;0;19.6;6.8;2;6;0;0;0;0;26;2;0;146;0.98;0;0;2040;0
11/10/2015;9400;9400;1200;81.3;0;0;0;0;0;12;2;16;0;0;0;0;45;2;0;172;1;0;1;2040;0
10/10/2015;23700;23700;1200;123.4;0;0;0;0;0;11.4;2;8;0;0;0;0;9;2;0;437;1;0;1;2040;0
07/11/2015;7900;7900;1200;54.1;0;0;0;0;0;13.9;3;8;0;0;0;0;37;2;0;125;1;0;1;2040;0
08/11/2015;20000;19969;1200;91.4;0;0;0;0;0;9;2;4;0;0;0;0;9;2;0;332;1;0;0;2040;0
20/11/2015;14130;13198;1200;71.5;0;0;0;0;23.8;7;2;24;0;0;0;0;35;2;0;195;1;0;0;2040;0
21/11/2015;7900;7900;1200;54;0;0;0;0;0;13.8;2;8;0;0;0;0;35;2;0;102;1;0;0;2040;0
27/11/2015;16000;15661;1200;69.2;0;0;0;0;0;6.2;2;22;0;0;0;1;21;2;0;74;1;0;0;2040;0
18/11/2015;15900;15882;1200;76.5;0;0;0;0;0;9.9;2;16;0;0;0;0;8;2;0;194;1;0;0;2040;0
03/12/2015;22400;22254;1200;82.7;0;0;0;0;7.4;8;2;25;0;0;0;1;7;2;0;162;1;0;0;2040;0
04/11/2015;9700;9622;1200;66.5;0;0;0;0;0;6.2;2;8;0;0;0;0;38;2;0;150;1;0;0;2040;0
22/11/2015;21950;21927;1200;91.4;0;0;0;0;0;9;2;4;0;0;0;0;7;3;0;278;1;0;0;2040;0
07/11/2015;13500;13309;1200;73.4;0;0;0;0;0;6.6;3;8;0;0;0;0;35;2;0;134;1;0;0;2040;0
10/11/2015;27900;27610;1200;120.6;0;0;0;30.5;0;7.1;2;20;0;0;0;0;8;2;0;342;1;0;0;2040;0
06/12/2015;23400;23400;1200;120.6;0;0;0;31.4;0;7.1;2;16;0;0;0;0;8;2;0;356;1;0;1;2040;0
05/12/2015;22900;22885;1200;119.8;0;0;0;0;0;7.1;2;16;0;0;0;0;8;2;0;289;1;0;0;2040;0
18/12/2015;24950;23342;1200;110.1;0;0;0;0;6.7;6.2;2;16;0;0;0;0;6;2;0;219;1;0;0;2040;0
10/12/2015;22500;22462;1200;115.6;0;0;0;31.4;0;0;1;12;0;0;0;0;7;2;0;415.9;1;0;1;2040;0
31/12/2015;14200;14200;1200;78.7;0;0;0;0;0;7.7;2;6;0;0;0;0;30;2;0;133;1.11;0;0;2040;0
31/12/2015;23000;22993;1200;113.3;0;0;0;0;0;10.5;2;4;0;0;0;0;9;2;0;415;1;0;0;2040;0
01/01/2016;21200;21071;1200;110.1;0;0;0;0;8.4;6.2;2;16;0;0;0;0;7;2;0;221;1;0;0;2040;0
