utgdag;kaupverd;nuvirdi;ist120;ibm2;ib2m2;ib3m2;rism2;bilskurm2;geymm2;svalm2;haednr;fjibmhl;top_floor;two_storey;storeys_3;lyftuhus;age_studull;bath_fixtures;fjbilsk;lodpflm;innig_factor;nybygging;fjarmalastofnunselur;hverfi;gata
08/03/2015;13200;12190;1200;95.3;0;0;0;0;0;7.8;3;9;0;0;0;0;32;2;0;232;1;0;0;3020;0
27/03/2015;14000;12752;1200;95.3;0;0;0;0;0;7.8;2;9;0;0;0;0;32;2;0;232;1;0;0;3020;0
14/05/2015;25500;22950;1200;96.4;0;0;0;0;8.3;0;1;10;0;0;0;0;10;2;0;153;1;0;0;3020;0
30/05/2015;6500;6426;1200;58.5;0;0;0;0;0;0;1;2;0;0;0;0;78;2;0;79;0.96;0;0;3020;0
04/07/2015;20000;19878;1314;70.7;0;0;0;0;0;5.6;5;24;1;0;0;1;22;2;0;199;1;0;0;3020;0
09/09/2015;16800;16732;1200;100.2;0;0;0;0;6.6;18.5;1;6;0;0;0;0;42;2;0;215;1;0;0;3020;0
19/09/2015;13000;12914;1200;74.8;0;0;0;0;0;6.7;2;9;0;0;0;0;38;2;0;155;1;0;0;3020;0
27/09/2015;16800;16786;1200;78.2;0;0;0;0;0;6.8;2;17;0;0;0;0;3;2;0;153;1;0;0;3020;0
09/10/2015;17500;17400;1200;78.2;0;0;0;0;0;6.8;3;17;0;0;0;0;3;2;0;148;1;0;0;3020;0
15/10/2015;14000;13915;1200;74.8;0;0;0;0;0;6.7;2;9;0;0;0;0;40;2;0;155;1;0;0;3020;0
05/11/2015;23000;22548;1200;101.6;0;0;0;0;6.5;13.9;1;11;0;0;0;1;8;2;0;151;1;0;0;3020;0
11/11/2015;9110;8752;1200;54.2;0;54.2;17.8;0;0.3;0;3;3;0;0;0;0;78;2;0;86;1;0;0;3020;0
05/12/2015;8200;7730;1200;46;0;0;0;0;33;0;2;3;0;0;0;0;48;2;0;118;0.8;0;0;3020;0
12/12/2015;12650;12650;1200;74.8;0;0;0;0;0;6.7;2;9;0;0;0;0;38;2;0;155;1.04;0;1;3020;0
24/12/2015;10000;9902;1200;109;0;0;0;0;11.2;0;1;3;0;0;0;0;67;2;0;285;1;0;0;3020;0
09/01/2016;24000;23831;1314;77.3;0;0;0;0;4.6;5.6;4;24;0;0;0;1;23;2;0;231;1;0;0;3020;0
21/02/2016;21600;20659;1200;96.5;0;0;0;0;0;7.5;3;17;0;0;0;0;4;2;0;176;1;0;0;3020;0
21/02/2016;18100;17189;1200;78.2;0;0;0;0;0;6.8;3;17;0;0;0;0;4;2;0;148;1;0;0;3020;0
24/02/2016;19000;19000;1200;96.5;0;0;0;0;0;7.5;2;17;0;0;0;0;4;2;0;182;1;0;0;3020;0
17/03/2016;11000;11000;1200;74.8;0;0;0;0;0;6.7;3;9;0;0;0;0;39;2;0;155;1;0;0;3020;0
15/04/2016;11500;10710;1200;81;0;0;0;0;0;6.6;3;11;0;0;0;0;37;2;0;161;1;0;0;3020;0
30/04/2016;18500;18431;1200;78.2;0;0;0;0;0;6.8;3;17;0;0;0;0;4;2;0;148;1;0;0;3020;0
17/04/2016;20700;20027;1200;96.5;0;0;0;0;0;7.5;2;17;0;0;0;0;4;2;0;182;1;0;0;3020;0
08/05/2016;8800;8800;1200;81.6;0;0;0;0;5.5;6.4;4;11;0;0;0;0;35;2;0;163;1;0;1;3020;0
12/06/2016;22800;22648;1314;71;0;0;0;0;0;5.6;4;24;0;0;0;1;23;2;0;200;1;0;0;3020;0
25/06/2016;18000;17627;1200;78.2;0;0;0;0;0;6.8;1;17;0;0;0;0;4;2;0;153;1;0;0;3020;0
10/07/2016;24000;22203;1314;79.5;0;0;0;0;4.2;5.6;2;24;0;0;0;1;23;2;0;237;1;0;0;3020;0
01/07/2016;18000;17747;1200;78.2;0;0;0;0;0;6.8;2;17;0;0;0;0;4;2;0;153;1;0;0;3020;0
04/08/2016;18400;17663;1200;78.2;0;0;0;0;0;6.8;3;17;0;0;0;0;4;2;0;148;1;0;0;3020;0
03/08/2016;18500;18500;1200;78.2;0;0;0;0;0;6.8;1;17;0;0;0;0;4;2;0;153;1;0;0;3020;0
06/08/2016;10300;10298;1200;81.6;0;0;0;0;5.1;6.4;3;11;0;0;0;0;35;2;0;163;1;0;0;3020;0
19/08/2016;9000;8932;1200;96;0;0;0;0;0;6.6;4;11;0;0;0;0;37;2;0;188;1;0;1;3020;0
27/08/2016;11600;11456;1200;81;0;0;0;0;0;6.6;2;11;0;0;0;0;37;2;0;161;1;0;0;3020;0
16/10/2016;24500;24325;1314;70.7;0;0;0;28.4;0;5.6;4;24;0;0;0;1;23;2;0;282;1;0;0;3020;0
15/10/2016;7000;7000;1200;62.9;0;0;0;0;0;6.6;4;11;0;0;0;0;37;2;0;129;1;0;1;3020;0
28/10/2016;21500;21455;1200;99.3;0;0;0;0;0;0;1;8;0;0;0;0;9;2;0;92;1;0;0;3020;0
18/11/2016;14500;14429;1200;74.8;0;0;0;0;0;0;1;9;0;0;0;0;39;2;0;155;1;0;0;3020;0
18/12/2016;27400;27204;1314;77.3;0;0;0;22.2;4.6;5.6;3;24;0;0;0;1;23;2;0;300;1;0;0;3020;0
30/12/2016;15600;15565;1314;49;0;0;0;0;2.7;5.6;2;24;0;0;0;1;23;2;0;145;1;0;0;3020;0
23/12/2016;25200;25127;1200;96.5;0;0;0;0;0;7.5;1;17;0;0;0;0;4;2;0;182;1;0;0;3020;0
26/02/2017;16100;15139;1200;95.6;0;0;0;0;6.5;6.4;2;11;0;0;0;0;36;2;0;187;1;0;0;3020;0
15/03/2017;23500;23262;1314;71;0;0;0;0;0;5.6;3;24;0;0;0;1;24;2;0;200;1;0;0;3020;0
08/03/2017;6000;6000;1223;46.5;0;0;0;0;0;0;2;10;0;0;0;0;78;2;0;33.2;1;0;0;3020;0
21/04/2017;5200;5200;1223;60.4;0;0;0;0;0;0;4;10;0;0;0;0;78;2;0;42.8;1;0;0;3020;0
20/05/2017;19000;18966;1200;90.8;0;0;0;0;0;7.7;3;9;0;0;0;0;34;2;0;222;1;0;0;3020;0
28/05/2017;27300;27287;1200;90;0;0;0;0;0;17.1;2;5;0;0;0;0;9;2;0;111.1;1;0;0;3020;0
29/06/2017;18500;18500;1200;74.8;0;0;0;0;0;0;1;9;0;0;0;0;40;2;0;155;1;0;0;3020;0
06/07/2017;30500;30472;1200;101.6;0;0;0;0;7;13.9;3;11;0;0;0;1;10;2;0;151;1;0;0;3020;0
04/06/2017;21500;21479;1200;124.1;0;0;0;0;0;7.5;3;3;0;1;0;0;50;2;0;172;0.8;0;0;3020;0
03/08/2017;27900;27900;1200;90;0;0;0;0;0;17.1;2;5;0;0;0;0;9;2;0;111.2;1;0;0;3020;0
28/07/2017;12000;11966;1200;94.6;0;0;0;0;11.7;7.8;3;9;0;0;0;0;28;2;0;231;1;0;0;3020;0
16/08/2017;15000;14980;1200;81.6;81.6;0;0;0;0;0;0;4;0;0;0;0;68;2;0;152;0.78;0;0;3020;0
17/09/2017;29000;28969;1200;101.6;0;0;0;0;7.4;13.9;2;11;0;0;0;1;10;2;0;151;1;0;0;3020;0
29/09/2017;28500;28324;1200;101.6;0;0;0;0;7.8;13.9;3;11;0;0;0;1;10;2;0;151;1;0;0;3020;0
22/10/2017;26900;26900;1200;78.2;0;0;0;0;8.9;5.5;2;10;0;0;0;0;12;2;0;194;1;0;0;3020;0
10/11/2017;26500;26472;1200;78.2;0;0;0;0;0;6.8;3;17;0;0;0;0;5;2;0;148;1;0;0;3020;0
30/11/2017;28250;28236;1200;207.2;0;42.5;22.3;0;0;14.5;2;3;0;0;1;0;78;4;0;530;1;0;0;3020;0
03/12/2017;5500;5500;1200;62.5;62.5;0;0;0;5.2;0;0;3;0;0;0;0;69;2;0;132;1;0;0;3020;0
18/01/2018;17400;16373;1314;49;0;0;0;0;2.7;5.6;2;24;0;0;0;1;25;2;0;145;1;0;0;3020;0
01/03/2018;19500;19487;1200;81;0;0;0;0;0;6.6;2;11;0;0;0;0;39;2;0;161;1;0;0;3020;0
04/03/2018;13800;13763;1200;55.2;0;0;0;0;7.1;0;2;7;0;0;0;0;60;2;0;75;1;0;0;3020;0
11/03/2018;31500;31048;1200;117.1;0;0;0;0;6.7;11.1;2;9;0;0;0;0;10;3;0;164;1;0;0;3020;0
15/04/2018;18000;17280;1200;74.8;0;0;0;0;0;6.7;3;9;0;0;0;0;41;2;0;155;1;0;0;3020;0
27/04/2018;21000;21000;1200;96;0;0;0;0;0;6.6;2;11;0;0;0;0;39;2;0;188;1;0;0;3020;0
28/04/2018;25000;24986;1200;116;0;0;0;0;0;6.5;2;5;0;0;0;0;68;2;0;69;1;0;0;3020;0
18/05/2018;29000;28865;1200;89.9;0;0;0;0;0;13.5;4;11;1;0;0;1;11;2;0;129;1;0;0;3020;0
26/05/2018;13000;12960;1200;63.6;0;0;0;0;0;16.8;2;9;0;0;0;0;41;2;0;134;1;0;0;3020;0
26/05/2018;28500;28500;1200;89.9;0;0;0;0;0;13.5;2;11;0;0;0;1;11;2;0;129;1;0;0;3020;0
21/06/2018;31000;30763;1200;90;0;0;0;0;0;0;1;4;0;0;0;0;10;2;0;80.2;1;0;0;3020;0
29/07/2018;43700;43389;1200;154.3;0;0;6.7;0;0;23.1;2;4;0;1;0;0;10;5;0;143.8;1;0;0;3020;0
27/07/2018;19000;18731;1200;74;0;0;0;0;0;0;2;4;0;0;0;0;78;2;0;128;1;0;0;3020;0
02/08/2018;20350;20271;1200;81.6;0;0;0;0;5.5;6.4;4;11;0;0;0;0;37;2;0;163;1;0;0;3020;0
18/10/2018;23460;23460;1200;78.2;0;0;0;0;0;6.8;2;17;0;0;0;0;6;2;0;153;1;0;0;3020;0
25/10/2018;15500;15489;1200;73.4;0;0;0;0;0;0;1;3;0;0;0;0;78;2;0;114;1;0;0;3020;0
01/11/2018;29000;28803;1314;77.3;0;0;0;0;4.6;5.6;4;24;0;0;0;1;25;2;0;231;1;0;0;3020;0
29/11/2018;20000;19929;1200;74.8;0;0;0;0;0;6.7;2;9;0;0;0;0;43;2;0;155;1;0;0;3020;0
02/12/2018;11500;11488;1200;54.2;0;54.2;17.8;0;0.3;0;3;3;0;0;0;0;78;2;0;86;1;0;0;3020;0
25/01/2019;30000;29521;1314;77.3;0;0;0;0;4.6;5.6;4;24;0;0;0;1;26;2;0;231;1;0;0;3020;0
24/01/2019;25000;25000;1314;61.3;0;0;0;0;4.5;5.6;3;24;0;0;0;1;26;2;0;186;1;0;0;3020;0
09/03/2019;18500;18500;1314;49;0;0;0;0;2.6;5.6;5;24;1;0;0;1;26;2;0;145;1;0;0;3020;0
10/04/2019;17000;16990;1200;62.4;0;0;0;0;5;6.4;1;11;0;0;0;0;38;2;0;119;1;0;0;3020;0
06/04/2019;21000;20948;1200;81.6;0;0;0;0;5.3;6.4;2;11;0;0;0;0;38;2;0;163;1;0;0;3020;0
28/04/2019;24000;23793;1314;71;0;0;0;0;0;5.6;4;24;0;0;0;1;26;2;0;200;1;0;0;3020;0
03/05/2019;29000;29000;1200;78.2;0;0;0;0;0;6.8;3;17;0;0;0;0;7;2;0;148;1;0;0;3020;0
17/05/2019;28500;28446;1200;94.4;0;0;0;0;3.3;0;1;8;0;0;0;0;12;2;0;91;1;0;0;3020;0
18/05/2019;19850;19850;1200;81.6;0;0;0;0;5.1;6.4;3;11;0;0;0;0;38;2;0;163;1;0;0;3020;0
01/06/2019;15000;15000;1314;77.3;0;0;0;22.2;4.6;5.6;3;24;0;0;0;1;26;2;0;300;1;0;0;3020;0
09/06/2019;17800;17793;1200;62.9;0;0;0;0;0;6.6;3;11;0;0;0;0;40;2;0;129;1;0;0;3020;0
31/08/2019;48494;47384;1200;89.2;0;0;0;0;12.2;45.1;7;29;1;0;0;1;1;2;1;90.7;1;1;0;3020;0
31/08/2019;35744;35551;1200;74.6;0;0;0;0;6.5;6.3;6;29;0;0;0;1;1;2;0;48.3;1;1;0;3020;0
31/08/2019;31416;31395;1200;74.6;0;0;0;0;6.2;6.3;3;29;0;0;0;1;1;2;0;47.8;1;1;0;3020;0
31/08/2019;40884;40856;1200;83.5;0;0;0;0;12.4;6.3;6;29;0;0;0;1;1;2;1;74.2;1;1;0;3020;0
28/08/2019;23500;23416;1200;78.2;0;0;0;0;0;6.8;1;17;0;0;0;0;7;2;0;153;1;0;0;3020;0
08/09/2019;39824;39335;1200;83.5;0;0;0;0;10.7;6.3;6;29;0;0;0;1;1;2;1;73.3;1;1;0;3020;0
08/09/2019;24684;24665;1200;51;0;0;0;0;6.2;6.3;6;29;0;0;0;1;1;2;0;34.9;1;1;0;3020;0
12/10/2019;21500;21479;1200;74.8;0;0;0;0;0;6.7;3;9;0;0;0;0;44;2;0;155;1;0;0;3020;0
18/10/2019;22500;22485;1200;81;0;0;0;0;0;6.6;3;11;0;0;0;0;40;2;0;161;1;0;0;3020;0
24/10/2019;16200;16184;1200;62.9;0;0;0;0;0;6.6;4;11;0;0;0;0;40;2;0;129;1;0;0;3020;0
17/11/2019;27000;26989;1200;96;0;0;0;0;0;6.6;4;11;0;0;0;0;40;2;0;188;1;0;0;3020;0
17/11/2019;17500;17484;1200;94.6;0;0;0;0;11.5;7.8;2;9;0;0;0;0;30;2;0;232;1;0;0;3020;0
20/11/2019;19500;19483;1200;46;0;0;0;0;33;0;2;3;0;0;0;0;52;2;0;118;0.8;0;0;3020;0
22/11/2019;30000;29983;1200;96.4;0;0;0;0;8.2;5.5;2;10;0;0;0;0;14;2;0;213;1;0;0;3020;0
05/12/2019;24500;24500;1200;100.2;0;0;0;0;6.1;12.3;3;6;0;0;0;0;46;2;0;231;1;0;0;3020;0
06/12/2019;25000;24994;1200;100.2;0;0;0;0;6.2;12.3;3;6;0;0;0;0;45;2;0;231;1;0;0;3020;0
25/12/2019;30000;30000;1200;122;0;0;0;34.7;0;5;2;3;0;0;0;0;52;2;0;218;1.04;0;0;3020;0
22/12/2019;25700;25607;1200;78.2;0;0;0;0;8.2;0;1;10;0;0;0;0;14;2;0;130;1;0;0;3020;0
01/01/2020;29900;29800;1200;96.4;0;0;0;0;9.3;0;1;10;0;0;0;0;15;2;0;153;1;0;0;3020;0
19/01/2020;28900;28724;1200;90;0;0;0;0;0;17.1;2;5;0;0;0;0;12;2;0;116;1;0;0;3020;0
19/01/2020;31314;31229;1200;74.6;0;0;0;0;8.9;6.3;2;29;0;0;0;1;2;2;0;49.7;1;0;0;3020;0
19/01/2020;15500;15500;1200;45;0;0;0;0;7.1;0;1;7;0;0;0;0;62;2;0;62;1;0;0;3020;0
09/01/2020;25000;24994;1200;100.2;0;0;0;0;5.7;12.3;3;6;0;0;0;0;47;2;0;232;1;0;0;3020;0
31/01/2020;26054;25899;1200;51;0;0;0;0;6.6;6.3;4;29;0;0;0;1;2;2;0;35.1;1;0;0;3020;0
29/08/2015;17000;16237;1200;70;0;0;0;0;0;7.1;2;10;0;0;0;0;7;2;0;136;1;0;0;3110;0
19/09/2015;18250;16392;1200;88;0;0;0;0;0;0;2;4;0;0;0;0;19;2;0;440;1;0;0;3110;0
26/02/2016;10000;9597;1200;56.4;0;0;0;0;0;0;2;3;0;0;0;0;55;2;0;191.3;1;0;0;3110;0
08/05/2016;17773;17522;1200;88;0;0;0;0;0;0;2;4;0;0;0;0;20;2;0;440;1;0;0;3110;0
28/05/2016;12500;12341;1200;100;0;0;0;0;0;0;0;4;0;0;0;0;57;2;0;155;1;0;0;3110;0
22/10/2016;16300;16287;1200;118.1;0;0;0;0;13.3;5.9;1;3;0;0;0;0;53;2;0;213;1;0;0;3110;0
20/10/2016;16500;16346;1200;88;0;0;0;0;0;0;1;4;0;0;0;0;20;2;0;440;1;0;0;3110;0
17/03/2017;16800;16800;1200;87.9;0;0;0;0;0;0;1;4;0;0;0;0;15;2;0;479;1;0;1;3110;0
13/04/2017;15200;14996;1200;92.8;0;0;0;0;0;3;2;3;0;0;0;0;58;2;0;222;0.81;0;0;3110;0
24/01/2018;11000;10211;1200;56.4;0;0;0;0;0;0;2;3;0;0;0;0;57;2;0;191.3;1;0;0;3110;0
04/06/2018;18500;18356;1200;66.3;0;0;0;0;0;0;1;12;0;0;0;0;40;2;0;162.8;1;0;0;3110;0
05/06/2018;20000;19983;1200;70;0;0;0;0;0;7.1;2;10;0;0;0;0;10;2;0;136;1;0;0;3110;0
15/07/2018;17000;16985;1200;66.3;0;0;0;0;0;0;2;12;0;0;0;0;40;2;0;162.8;1;0;0;3110;0
22/07/2018;18500;18500;1200;65.3;0;0;0;0;0;0;1;12;0;0;0;0;40;2;0;162.8;1;0;0;3110;0
29/09/2018;18000;18000;1200;65.8;0;0;0;0;4.9;0;2;12;0;0;0;0;40;2;0;161.3;1;0;0;3110;0
01/04/2019;5000;5000;1200;69.5;69.5;0;0;0;0;0;0;3;0;0;0;0;60;2;0;157;0.78;0;0;3110;0
27/06/2019;18400;18384;1200;88;0;0;0;0;0;0;2;4;0;0;0;0;23;2;0;440;1;0;0;3110;0
10/09/2014;5615;5383;1200;91.2;0;0;0;0;4.1;8.1;2;6;0;0;0;0;39;2;0;223;1;0;0;4020;0
20/11/2014;9200;9200;1200;92.4;0;0;0;0;0;0;1;8;0;0;0;0;31;2;0;201;1;0;0;4020;0
16/01/2015;8600;8578;1200;93.8;0;0;0;0;0;0;1;8;0;0;0;0;32;2;0;203;1;0;0;4020;0
01/04/2015;5700;5666;1200;92.3;0;0;0;0;0;0;3;4;0;0;0;0;70;2;0;58.3;1;0;0;4020;0
07/05/2015;3500;3500;1200;73.5;15.4;0;0;0;0;0;2;4;0;1;0;0;50;2;0;164;1;0;1;4020;0
26/03/2015;2200;2172;1200;52.5;0;0;0;0;1.5;0;1;3;0;0;0;0;68;2;0;79;1;0;0;4020;0
13/04/2016;9500;9500;1200;93.8;0;0;0;0;0;0;1;8;0;0;0;0;33;2;0;203;1;0;0;4020;0
03/05/2016;6500;6492;1200;79;0;0;0;0;0;0;1;3;0;0;0;0;69;2;0;210;1;0;0;4020;0
15/08/2016;10500;10486;1200;93.8;0;0;0;0;0;0;1;8;0;0;0;0;33;2;0;203;1;0;0;4020;0
07/01/2017;8800;8750;1200;68.1;0;0;0;0;0;0;1;8;0;0;0;0;24;2;0;70.8;1;0;0;4020;0
30/07/2017;11000;11000;1200;91.9;0;0;0;0;0;15.9;2;8;0;1;0;0;34;2;0;247;1;0;0;4020;0
25/11/2017;8800;8784;1200;91.2;0;0;0;0;4.1;8.1;3;6;0;0;0;0;45;2;0;223;1;0;0;4020;0
03/06/2018;13000;13000;1200;91.2;0;0;0;0;4.1;8.1;2;6;0;0;0;0;43;2;0;223;1;0;0;4020;0
26/10/2018;12100;12049;1200;92.4;0;0;0;0;0;0;1;8;0;0;0;0;35;2;0;201;1;0;0;4020;0
27/03/2019;4600;4600;1223;36;0;36;0;0;0;0;2;1;0;0;0;0;78;2;0;79;0.78;0;0;4020;0
11/04/2019;10500;10452;1200;91.7;0;0;0;0;4.1;8.1;3;6;0;0;0;0;44;2;0;223;1;0;0;4020;0
14/04/2019;10000;9959;1200;91.2;0;0;0;0;4.1;8.1;3;6;0;0;0;0;44;2;0;223;1;0;0;4020;0
07/10/2019;13900;13872;1200;92.4;0;0;0;0;0;0;1;8;0;0;0;0;36;2;0;201;1;0;0;4020;0
08/11/2019;7500;7500;1200;79;0;0;0;0;0;0;1;3;0;0;0;0;72;2;0;210;1;0;0;4020;0
22/03/2014;20000;19954;1200;169.7;0;0;0;37.8;0;6.8;2;3;0;0;0;0;39;3;0;248;1;0;0;4100;0
05/04/2014;12400;12241;1200;97.7;0;0;0;0;0;11;1;9;0;0;0;0;28;2;0;177;0.96;0;0;4100;0
12/04/2014;10000;10000;1314;62;0;0;0;0;4.2;4.9;4;42;1;0;0;1;27;2;0;76;0.96;0;0;4100;0
04/04/2014;10500;10500;1314;66.2;0;0;0;0;5.7;6.5;2;42;0;0;0;1;27;2;0;81;0.96;0;0;4100;0
24/04/2014;14000;13956;1200;108.4;0;0;0;0;1.3;4.7;3;8;0;0;0;0;49;2;0;115;0.93;0;0;4100;0
01/05/2014;11200;11182;1200;93.1;0;0;0;0;6.4;21.7;2;8;0;0;0;0;29;2;0;190;1.04;0;0;4100;0
05/06/2014;5161;4596;1200;51.8;0;0;0;0;13.9;0;1;6;0;0;0;0;67;2;0;48;1;0;0;4100;0
15/06/2014;12500;12500;1223;101.6;0;0;0;0;15.2;0;2;2;0;0;0;0;78;3;0;64;0.81;0;0;4100;0
05/07/2014;11000;11000;1223;100.1;0;0;0;0;45.5;0;2;2;0;0;0;0;78;2;0;115;1;0;0;4100;0
29/06/2014;10600;10458;1314;62;0;0;0;0;5.1;4.9;3;42;0;0;0;1;27;2;0;76;0.96;0;0;4100;0
26/07/2014;12900;12735;1223;93.8;0;0;0;0;6.6;9.8;2;9;0;0;0;0;29;2;0;40;1;0;0;4100;0
17/08/2014;10400;10344;1314;66.2;0;0;0;0;5.7;6.5;1;42;0;0;0;1;27;2;0;81;0.96;0;0;4100;0
10/09/2014;8000;8000;1200;56.6;0;0;0;0;9;0;1;4;0;0;0;0;74;2;0;113;1;0;0;4100;0
05/09/2014;15800;15772;1223;136.1;0;0;0;0;9.9;10.7;2;9;0;0;0;0;29;3;0;59;1;0;0;4100;0
10/09/2014;12100;12100;1223;93.8;0;0;0;0;6.6;9.8;3;9;0;0;0;0;29;2;0;40;1;0;0;4100;0
25/09/2014;14700;14700;1223;136.1;0;0;0;0;11.9;10.7;3;9;0;0;0;0;29;2;0;60;1;0;0;4100;0
26/09/2014;12600;12600;1200;93.1;0;0;0;0;6.4;4.8;2;8;0;0;0;0;30;2;0;190;0.87;0;0;4100;0
08/10/2014;8250;8243;1200;74.9;0;0;0;0;0;6.6;2;10;0;0;0;0;46;2;0;59;0.89;0;0;4100;0
02/11/2014;5000;4971;1200;65.2;0;0;0;0;9.5;0;2;3;0;0;0;0;72;2;0;176;1;0;0;4100;0
19/11/2014;5500;5500;1200;54.3;0;0;0;0;11.7;0;2;6;0;0;0;0;67;2;0;48;1;0;0;4100;0
18/12/2014;16300;16150;1200;108.5;0;0;0;0;0;9.9;2;9;0;0;0;0;28;2;0;194;1;0;0;4100;0
14/12/2014;4900;4873;1200;74.6;0;0;0;0;0;2.8;3;4;0;0;0;0;78;2;0;37;1;0;0;4100;0
08/01/2015;9000;8994;1200;59.9;0;0;0;0;14.2;0;2;3;0;1;0;0;78;2;0;57;0.81;0;1;4100;0
01/02/2015;14300;14178;1200;103.6;0;0;0;39.9;0;0;2;3;0;0;0;0;65;2;0;223;1;0;0;4100;0
17/01/2015;10000;9929;1223;96.9;0;0;0;0;10.9;0;2;2;0;0;0;0;78;2;0;50;1;0;1;4100;0
24/01/2015;6000;5888;1223;98.8;0;0;0;0;7.5;0;3;2;0;0;0;0;78;2;0;96.5;0.88;0;1;4100;0
01/03/2015;8500;8476;1314;50.8;0;0;0;0;4.2;5;1;42;0;0;0;1;28;2;0;64;0.98;0;0;4100;0
04/03/2015;5000;4962;1223;89.9;0;0;0;0;6.8;0;2;2;0;0;0;0;78;2;0;88.8;0.88;0;1;4100;0
01/04/2015;12000;11177;1200;98.9;0;0;0;27.3;0;0;1;3;0;0;0;0;72;2;0;165;0.89;0;0;4100;0
19/04/2015;12500;12500;1223;99.1;0;0;0;0;10.7;6.2;4;9;0;0;0;0;30;2;0;50;1;0;0;4100;0
19/04/2015;9400;9158;1314;51.2;0;0;0;0;3.7;4.9;2;42;0;0;0;1;28;2;0;64;0.96;0;0;4100;0
29/03/2015;4900;4853;1200;98.3;0;0;11.6;0;10.3;0;2;3;0;1;0;0;78;2;0;87;1;0;1;4100;0
25/04/2015;7000;6917;1200;49.1;0;0;0;0;0;0;3;3;0;0;0;0;78;2;0;29;1;0;0;4100;0
30/05/2015;13500;13140;1223;109.8;0;0;14;0;0;3.9;3;11;0;1;0;0;27;4;0;46;1;0;0;4100;0
12/06/2015;21500;21418;1200;126.7;0;0;0;0;0;42.7;2;7;0;1;0;0;11;4;0;241;1;0;0;4100;0
09/08/2015;8450;7701;1200;56.8;0;0;0;0;12.3;0;2;4;0;0;0;0;75;2;0;116;1;0;0;4100;0
12/08/2015;11000;10797;1223;74.6;0;0;0;0;0;0;2;4;0;0;0;0;78;2;0;21;1.02;0;0;4100;0
03/09/2015;15500;15500;1223;126.3;0;0;12;0;0;7.5;3;11;0;1;0;0;27;4;0;55;1;0;0;4100;0
20/09/2015;8500;8393;1200;48.4;0;0;4.9;0;18.3;0;2;4;0;0;0;0;78;2;0;119;1;0;0;4100;0
20/08/2015;10800;10607;1314;51.2;0;0;0;0;4.3;5;1;42;0;0;0;1;28;2;0;65;0.96;0;0;4100;0
15/10/2015;23000;23000;1200;97.7;0;0;0;0;0;10.7;3;12;0;0;0;1;39;3;1;158;1;0;0;4100;0
11/11/2015;11300;11282;1200;84.7;0;0;0;0;22.5;3;1;6;0;0;0;0;59;2;0;81;1;0;0;4100;0
11/11/2015;8000;7982;1200;49.2;0;0;0;0;9;0;1;4;0;0;0;0;75;2;0;98;1;0;0;4100;0
18/11/2015;26500;26441;1200;118.9;0;0;0;0;0;10.7;4;12;1;0;0;1;39;3;1;175;1;0;0;4100;0
12/12/2015;16000;15989;1200;97.7;0;0;0;0;0;9.9;2;9;0;0;0;0;29;2;0;177;1;0;0;4100;0
10/12/2015;10200;10114;1314;50.8;0;0;0;0;4.3;4.9;3;42;0;0;0;1;28;2;0;64;0.96;0;0;4100;0
21/01/2016;7500;7500;1314;51.7;0;0;0;0;4;4.9;2;42;0;0;0;1;29;2;0;65;0.96;0;0;4100;0
03/02/2016;16000;16000;1223;140.1;0;0;25.9;0;0;3.9;3;11;0;1;0;0;28;4;0;57;1;0;0;4100;0
05/03/2016;5000;5000;1200;71.8;19.5;0;0;0;4.2;0;1;3;0;1;0;0;73;2;0;40;1;0;1;4100;0
28/02/2016;16000;15803;1314;61.6;0;0;0;0;5.1;4.9;3;42;0;0;0;1;29;2;0;76;0.96;0;0;4100;0
17/04/2016;17500;17479;1314;73.5;0;0;0;0;9.1;8.5;3;42;0;0;0;1;29;2;0;92;0.96;0;0;4100;0
22/04/2016;12000;12000;1200;103.5;0;0;0;0;16.1;7.7;2;20;0;0;0;0;43;2;0;151.2;1;0;0;4100;0
24/04/2016;7650;7650;1223;134.4;0;0;0;0;18.3;0;2;1;0;0;0;0;72;2;0;104;0.85;0;1;4100;0
20/05/2016;33000;32284;1223;147.7;0;0;0;24.1;7.6;17.8;2;4;0;1;0;0;10;3;0;262;1;0;0;4100;0
16/06/2016;9100;9084;1200;98.5;0;0;0;0;12.1;8.2;1;12;0;0;0;0;41;2;0;140.6;1;0;0;4100;0
23/06/2016;11000;11000;1200;80.5;0;0;0;0;1.7;0;1;8;0;0;0;0;51;2;0;89;0.93;0;0;4100;0
07/07/2016;13000;13000;1200;93.1;0;0;0;0;5.6;4.8;2;8;0;0;0;0;31;2;0;189;0.91;0;0;4100;0
29/07/2016;11500;11500;1314;62;0;0;0;0;7.7;4.9;1;42;0;0;0;1;29;2;0;79;0.96;0;0;4100;0
29/07/2016;4500;4500;1200;50.9;0;0;0;0;26.4;0;1;3;0;0;0;0;78;2;0;71;1;0;0;4100;0
07/09/2016;13250;13250;1223;100.1;0;0;0;0;45.5;0;2;2;0;0;0;0;78;2;0;115;1;0;0;4100;0
04/10/2016;16500;16500;1223;98.8;0;0;0;0;15.2;0;2;2;0;0;0;0;78;2;0;58;1;0;1;4100;0
12/10/2016;12500;12500;1200;103.5;0;0;0;0;19.7;7.7;1;20;0;0;0;0;43;2;0;156.3;1;0;0;4100;0
27/10/2016;17250;17218;1200;95.9;0;0;0;0;18.4;7.1;2;6;0;0;0;0;41;2;0;81;1;0;0;4100;0
